taskinstr_resp.keys,taskinstr_resp.rt,task_instr_loop.thisRepN,task_instr_loop.thisTrialN,task_instr_loop.thisN,task_instr_loop.thisIndex,task_instr_loop.ran,instruct_num,instruct_text,participant,date,expName,psychopyVersion,OS,frameRate,sentence_resp.keys,sentence_resp.rt,probe_resp.keys,passage1_loop.thisRepN,passage1_loop.thisTrialN,passage1_loop.thisN,passage1_loop.thisIndex,passage1_loop.ran,passage,line,line_text,probe,condition,condition_num,set,probe_resp.rt,compr_instr_resp.keys,compr_instr_resp.rt,comprehension_resp.keys,comprehension_resp.corr,comprehension_resp.rt,comprehension1_loop.thisRepN,comprehension1_loop.thisTrialN,comprehension1_loop.thisN,comprehension1_loop.thisIndex,comprehension1_loop.ran,correct_response,passage2_loop.thisRepN,passage2_loop.thisTrialN,passage2_loop.thisN,passage2_loop.thisIndex,passage2_loop.ran,comprehension2_loop.thisRepN,comprehension2_loop.thisTrialN,comprehension2_loop.thisN,comprehension2_loop.thisIndex,comprehension2_loop.ran,passage3_loop.thisRepN,passage3_loop.thisTrialN,passage3_loop.thisN,passage3_loop.thisIndex,passage3_loop.ran,comprehension3_loop.thisRepN,comprehension3_loop.thisTrialN,comprehension3_loop.thisN,comprehension3_loop.thisIndex,comprehension3_loop.ran,passage4_loop.thisRepN,passage4_loop.thisTrialN,passage4_loop.thisN,passage4_loop.thisIndex,passage4_loop.ran,comprehension4_loop.thisRepN,comprehension4_loop.thisTrialN,comprehension4_loop.thisN,comprehension4_loop.thisIndex,comprehension4_loop.ran,passage5_loop.thisRepN,passage5_loop.thisTrialN,passage5_loop.thisN,passage5_loop.thisIndex,passage5_loop.ran,comprehension5_loop.thisRepN,comprehension5_loop.thisTrialN,comprehension5_loop.thisN,comprehension5_loop.thisIndex,comprehension5_loop.ran,passage6_loop.thisRepN,passage6_loop.thisTrialN,passage6_loop.thisN,passage6_loop.thisIndex,passage6_loop.ran,comprehension6_loop.thisRepN,comprehension6_loop.thisTrialN,comprehension6_loop.thisN,comprehension6_loop.thisIndex,comprehension6_loop.ran,passage7_loop.thisRepN,passage7_loop.thisTrialN,passage7_loop.thisN,passage7_loop.thisIndex,passage7_loop.ran,comprehension7_loop.thisRepN,comprehension7_loop.thisTrialN,comprehension7_loop.thisN,comprehension7_loop.thisIndex,comprehension7_loop.ran,passage8_loop.thisRepN,passage8_loop.thisTrialN,passage8_loop.thisN,passage8_loop.thisIndex,passage8_loop.ran,comprehension8_loop.thisRepN,comprehension8_loop.thisTrialN,comprehension8_loop.thisN,comprehension8_loop.thisIndex,comprehension8_loop.ran,Thankyou_resp.keys,Thankyou_resp.rt
space,21.020115,0,0,0,0,1,1,"TASK INSTRUCTIONS - PLEASE READ CAREFULLY!

The goal of this study is to learn how mind wandering affects how you learn information during reading. Mind wandering is a term used to describe what occurs when your attention wanders from a task. Sometimes when your mind wanders, you begin thinking about personal events or concerns rather than your task. At other times, your mind can wander because you are bored or tired and you don’t really know what you’re thinking about; all you know is that you are no longer thinking about your task.

Please press the space bar to continue.",M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,10.400785,0,1,1,1,1,2,"In this experiment, you will read 8 passages and answer reading comprehension questions for each passage. THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, PRESS THE SPACE KEY TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.

Please press the space bar to continue.",M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,11.51181,0,2,2,2,1,3,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.

Please press the space bar to continue.",M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,14.023195,0,3,3,3,1,5,"Additionally, while you are reading you will be randomly interrupted and asked “WERE YOU MIND WANDERING WHEN YOU READ THE PREVIOUS SENTENCE?"" as the question will appear on screen. That is, whether your thoughts were off-task rather than focusing on the prior sentence, in which you would have to choose either “Yes” or “No” by pressing the ""Y"" for Yes or ""N"" for No on your keyboard.

Please press the space bar to continue.",M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,10.19586,0,4,4,4,1,6,"This entire experiment is self-paced. Though of course you should try NOT TO go over the experiment's ending time of 30 minutes. So try to do the task all the way through instead of taking too many small breaks in between. The experiment isn't long so you should be able to do it without taking any breaks. 

Please press the space bar to continue.",M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,3.100295,0,5,5,5,1,7,Please press the space bar to start reading the first passage.,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,6.30297,,0,0,0,0,1,1,0,Passage 1,0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,7.2273,,0,1,1,1,1,1,1,"A few had been astute enough to see a fine poet in Browning, and Elizabeth Barrett was one of them. ",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,17.0798,n,0,2,2,2,1,1,2,"The young man with the lemon-colored gloves and long dark hair and high-strung, restless manner who had visited her in 1846 had been moved to write to her because she had praised his poetry.",1,Diff,1,1,5.37755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,22.032095,n,0,3,3,3,1,1,3,"She found the man even more to her liking than the verse, and it was not so very long-only the time between May, 1845 and September, 1846-before Robert Browning had stolen the poetess from the dour father who guarded her like a dragon (never wanting her to marry any man), and taken her with him to Italy and a new life.",1,Diff,1,1,1.595925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,10.31341,,0,4,4,4,1,1,4,"One morning, soon after their nuptials, Elizabeth Browning thrust a manuscript into her husband’s pocket, and then scampered upstairs in a swift confusion to her room. ",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,5.766995,,0,5,5,5,1,1,5,"Written during the time of their courtship and love missives, it was a sonnet sequence on their love.",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,9.84439,,0,6,6,6,1,1,6,"These poems were never intended by Mrs. Browning to be published, but her poet husband promptly declared that they must be. ",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,6.919615,,0,7,7,7,1,1,7,The Sonnets from the Portuguese was his suggested title—a title which might shroud the fact that they were personal. ,0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,5.86541,,0,8,8,8,1,1,8,They were in his mind “the finest sonnets written in our language since Shakespeare’s.”,0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,4.995765,,0,9,9,9,1,1,9,"Sonnets from the Portuguese, in Browning’s opinion, was hardly more flattering to his wife than his opinion of most of her poetry. ",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,6.21715,,0,10,10,10,1,1,10,"A better poet than he, thought Browning, and the world at that time agreed with him.",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,5.64871,,0,11,11,11,1,1,11,"He called her his “moon of poets,” as she considered him her sun.",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,4.544535,,0,12,12,12,1,1,12,"She was a pure singer with a lovely lyrical tenderness, the best poet of her sex since Sappho. ",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,3.77303,,0,13,13,13,1,1,13,"Her Sonnets, in their autobiographical candor, in their fine restraint and fullness, reveal a woman’s secret soul as had no other poetry in our literature up to that time. ",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,4.8991,,0,14,14,14,1,1,14,Her lyrical mastery shines in many passages of her writings.,0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,4.11723,,0,15,15,15,1,1,15,Italy was a kind of promised terrain for Elizabeth Browning. ,0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,11.391305,,0,16,16,16,1,1,16,"Living in Florence or in little villages in the summers, she drank in the sun of the south and warmth of her husband’s love, and blossomed in a life of precarious happiness for fifteen years. ",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,6.757205,,0,17,17,17,1,1,17,"In Italy she found friends, most of them cultured Americans.",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,4.525655,n,0,18,18,18,1,1,18,Hawthorne saw the Browning's there: the New England thinker and essayist Margaret Fuller visited them.,1,Diff,1,1,8.25389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,4.083995,,0,19,19,19,1,1,19,"The painter Story came, and the young sculptress Harriet Hosmer. ",0,Diff,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,M087163,2020-07-27_15h24.32.330,Feng_Mindwandering_Set1,2020.1.3,MacIntel,60,space,4.360275,n,0,20,20,20,1,1,20,"One caller records that Robert Browning was “simple, natural, and playful,” and that Mrs. Browning was all ""genius and sensibility.”",1,Diff,1,1,3.603395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
