Subject,Passages,Condition,Difficult,Booklet,Sen_num,num_Probs,RT,RT_out,MW,Com_Score,MW_x_Dif
114,4,Difficult,1,2,2,4,6471,6471,0,0,0
114,6,Difficult,1,2,3,4,6471,6471,0,1,0
114,1,Easy,0,2,1,7,7049,7049,0,1,0
114,4,Difficult,1,2,2,4,7512,7512,1,1,1
114,1,Easy,0,2,1,7,7526,7526,0,0,0
114,5,Easy,0,2,2,3,8277,8277,0,0,0
114,5,Easy,0,2,3,3,9120,9120,1,1,0
114,1,Easy,0,2,1,7,9667,9667,0,1,0
114,2,Difficult,1,2,1,2,11276,11276,0,1,0
114,3,Easy,0,2,2,2,12131,12131,1,1,0
114,6,Difficult,1,2,4,4,14104,14104,1,1,1
114,5,Easy,0,2,3,3,15405,15405,1,0,0
114,8,Difficult,1,2,1,3,15445,15445,1,0,1
114,8,Difficult,1,2,2,3,16939,16939,0,1,0
114,6,Difficult,1,2,3,4,29938,29938,0,0,0
114,7,Easy,0,2,6,2,49313,37427,1,0,0
114,2,Difficult,1,2,2,2,50377,37427,1,1,1
114,8,Difficult,1,2,7,3,57876,37427,0,0,0
116,1,Easy,0,2,1,7,4744,4744,1,1,0
116,1,Easy,0,2,1,7,5703,5703,1,1,0
116,1,Easy,0,2,1,7,5742,5742,0,1,0
116,3,Easy,0,2,2,2,6834,6834,1,0,0
116,2,Difficult,1,2,2,2,6987,6987,1,0,1
116,2,Difficult,1,2,1,2,7486,7486,0,0,0
116,4,Difficult,1,2,2,4,8161,8161,0,1,0
116,5,Easy,0,2,3,3,8235,8235,1,0,0
116,1,Easy,0,2,1,7,8279,8279,1,0,0
116,1,Easy,0,2,1,7,8288,8288,0,1,0
116,4,Difficult,1,2,2,4,8566,8566,0,1,0
116,8,Difficult,1,2,1,3,9011,9011,1,1,1
116,7,Easy,0,2,5,2,9834,9834,1,1,0
116,1,Easy,0,2,1,7,9891,9891,1,0,0
116,8,Difficult,1,2,2,3,11590,11590,0,1,0
116,4,Difficult,1,2,2,4,11602,11602,0,0,0
116,6,Difficult,1,2,3,4,12498,12498,1,1,1
116,3,Easy,0,2,2,2,13015,13015,1,1,0
116,5,Easy,0,2,2,3,13172,13172,0,0,0
116,6,Difficult,1,2,3,4,13699,13699,1,1,1
116,5,Easy,0,2,3,3,13982,13982,1,1,0
116,6,Difficult,1,2,3,4,15158,15158,0,0,0
116,4,Difficult,1,2,2,4,16375,16375,0,0,0
116,1,Easy,0,2,1,7,16758,16758,0,0,0
116,6,Difficult,1,2,4,4,20532,20532,1,1,1
116,7,Easy,0,2,6,2,23777,23777,0,0,0
116,8,Difficult,1,2,7,3,55010,37427,0,0,0
119,1,Difficult,1,1,1,7,4478,4478,0,0,0
119,1,Difficult,1,1,1,7,5294,5294,1,1,1
119,4,Easy,0,1,2,4,5340,5340,1,1,0
119,4,Easy,0,1,2,4,6165,6165,0,1,0
119,4,Easy,0,1,2,4,6860,6860,0,1,0
119,5,Difficult,1,1,3,5,6986,6986,1,1,1
119,1,Difficult,1,1,1,7,7884,7884,0,1,0
119,2,Easy,0,1,2,4,7920,7920,1,1,0
119,1,Difficult,1,1,1,7,8030,8030,1,0,1
119,5,Difficult,1,1,2,5,8084,8084,0,1,0
119,7,Difficult,1,1,5,4,8183,8183,1,1,1
119,5,Difficult,1,1,3,5,8289,8289,1,1,1
119,2,Easy,0,1,1,4,8382,8382,0,1,0
119,8,Easy,0,1,1,4,8513,8513,1,1,0
119,8,Easy,0,1,2,4,8539,8539,1,1,0
119,4,Easy,0,1,2,4,8916,8916,0,1,0
119,8,Easy,0,1,7,4,8988,8988,1,0,0
119,6,Easy,0,1,3,4,9196,9196,0,0,0
119,1,Difficult,1,1,1,7,9236,9236,1,1,1
119,1,Difficult,1,1,1,7,9975,9975,0,1,0
119,1,Difficult,1,1,1,7,9983,9983,0,1,0
119,3,Difficult,1,1,2,4,10696,10696,1,0,1
119,6,Easy,0,1,3,4,11040,11040,0,1,0
119,7,Difficult,1,1,6,4,11796,11796,0,0,0
119,3,Difficult,1,1,2,4,12765,12765,1,1,1
119,6,Easy,0,1,3,4,13814,13814,0,0,0
119,6,Easy,0,1,4,4,21254,21254,1,1,0
120,5,Easy,0,2,2,3,3749,3749,0,1,0
120,7,Easy,0,2,5,2,4159,4159,0,1,0
120,1,Easy,0,2,1,7,5739,5739,1,0,0
120,1,Easy,0,2,1,7,7018,7018,0,1,0
120,4,Difficult,1,2,2,4,7236,7236,0,0,0
120,6,Difficult,1,2,4,4,7641,7641,1,1,1
120,4,Difficult,1,2,2,4,7682,7682,0,1,0
120,4,Difficult,1,2,2,4,8914,8914,0,1,0
120,1,Easy,0,2,1,7,9366,9366,1,1,0
120,4,Difficult,1,2,2,4,10626,10626,0,1,0
120,2,Difficult,1,2,2,2,11114,11114,1,1,1
120,5,Easy,0,2,3,3,11911,11911,1,0,0
120,1,Easy,0,2,1,7,12277,12277,1,1,0
120,3,Easy,0,2,2,2,12326,12326,1,1,0
120,6,Difficult,1,2,3,4,13085,13085,1,0,1
120,6,Difficult,1,2,3,4,14333,14333,0,1,0
120,1,Easy,0,2,1,7,14442,14442,0,1,0
120,5,Easy,0,2,3,3,14715,14715,1,1,0
120,1,Easy,0,2,1,7,15198,15198,0,1,0
120,8,Difficult,1,2,1,3,16080,16080,1,0,1
120,1,Easy,0,2,1,7,16171,16171,1,1,0
120,3,Easy,0,2,2,2,17902,17902,1,1,0
120,2,Difficult,1,2,1,2,23537,23537,0,0,0
120,6,Difficult,1,2,3,4,26459,26459,0,0,0
120,8,Difficult,1,2,2,3,33944,33944,0,0,0
120,8,Difficult,1,2,7,3,45577,37427,1,0,1
120,7,Easy,0,2,6,2,62271,37427,0,0,0
142,4,Difficult,1,2,2,4,2557,2620,0,1,0
142,1,Easy,0,2,1,7,3247,3247,0,1,0
142,1,Easy,0,2,1,7,3739,3739,0,1,0
142,2,Difficult,1,2,1,2,5307,5307,0,1,0
142,4,Difficult,1,2,2,4,5461,5461,0,1,0
142,6,Difficult,1,2,3,4,5617,5617,0,1,0
142,5,Easy,0,2,2,3,5687,5687,0,1,0
142,8,Difficult,1,2,1,3,5733,5733,0,1,0
142,1,Easy,0,2,1,7,6023,6023,0,0,0
142,8,Difficult,1,2,2,3,6114,6114,0,1,0
142,6,Difficult,1,2,4,4,6123,6123,0,1,0
142,1,Easy,0,2,1,7,6633,6633,0,1,0
142,1,Easy,0,2,1,7,8263,8263,0,1,0
142,3,Easy,0,2,2,2,8349,8349,0,0,0
142,5,Easy,0,2,3,3,8518,8518,0,0,0
142,5,Easy,0,2,3,3,8684,8684,0,1,0
142,7,Easy,0,2,5,2,9165,9165,0,1,0
142,4,Difficult,1,2,2,4,9638,9638,0,1,0
142,1,Easy,0,2,1,7,10206,10206,0,0,0
142,6,Difficult,1,2,3,4,10686,10686,0,1,0
142,1,Easy,0,2,1,7,10874,10874,0,1,0
142,3,Easy,0,2,2,2,10959,10959,0,1,0
142,2,Difficult,1,2,2,2,12720,12720,0,1,0
142,6,Difficult,1,2,3,4,14460,14460,0,1,0
142,8,Difficult,1,2,7,3,17861,17861,0,0,0
142,4,Difficult,1,2,2,4,18597,18597,0,1,0
142,7,Easy,0,2,6,2,20109,20109,0,0,0
144,1,Easy,0,2,1,7,5461,5461,1,1,0
144,4,Difficult,1,2,2,4,5562,5562,0,1,0
144,6,Difficult,1,2,4,4,5562,5562,1,1,1
144,1,Easy,0,2,1,7,5704,5704,0,1,0
144,3,Easy,0,2,2,2,6804,6804,1,1,0
144,6,Difficult,1,2,3,4,6921,6921,0,1,0
144,4,Difficult,1,2,2,4,6959,6959,0,1,0
144,1,Easy,0,2,1,7,7308,7308,1,1,0
144,2,Difficult,1,2,2,2,8263,8263,1,1,1
144,3,Easy,0,2,2,2,9091,9091,1,1,0
144,2,Difficult,1,2,1,2,9137,9137,0,1,0
144,1,Easy,0,2,1,7,10037,10037,1,1,0
144,5,Easy,0,2,2,3,10364,10364,0,1,0
144,4,Difficult,1,2,2,4,10455,10455,0,1,0
144,7,Easy,0,2,5,2,10711,10711,0,1,0
144,6,Difficult,1,2,3,4,10798,10798,0,0,0
144,6,Difficult,1,2,3,4,11580,11580,0,1,0
144,5,Easy,0,2,3,3,11910,11910,0,0,0
144,5,Easy,0,2,3,3,13012,13012,0,1,0
144,8,Difficult,1,2,1,3,14413,14413,0,1,0
144,7,Easy,0,2,6,2,14697,14697,1,0,0
144,1,Easy,0,2,1,7,15789,15789,1,0,0
144,8,Difficult,1,2,2,3,17034,17034,0,0,0
144,1,Easy,0,2,1,7,18725,18725,0,1,0
144,4,Difficult,1,2,2,4,19210,19210,0,0,0
144,1,Easy,0,2,1,7,29420,29420,0,1,0
144,8,Difficult,1,2,7,3,41148,37427,0,0,0
145,1,Difficult,1,1,1,7,3982,3982,0,1,0
145,4,Easy,0,1,2,4,4527,4527,1,0,0
145,1,Difficult,1,1,1,7,5416,5416,1,1,1
145,1,Difficult,1,1,1,7,5971,5971,0,1,0
145,4,Easy,0,1,2,4,6180,6180,1,1,0
145,6,Easy,0,1,3,4,6760,6760,0,1,0
145,1,Difficult,1,1,1,7,6783,6783,1,1,1
145,4,Easy,0,1,2,4,6908,6908,1,0,0
145,6,Easy,0,1,3,4,7252,7252,0,1,0
145,3,Difficult,1,1,2,4,7278,7278,1,0,1
145,8,Easy,0,1,7,4,7404,7404,0,0,0
145,5,Difficult,1,1,2,5,7721,7721,0,1,0
145,4,Easy,0,1,2,4,8090,8090,0,1,0
145,8,Easy,0,1,1,4,9535,9535,1,1,0
145,5,Difficult,1,1,3,5,9698,9698,1,0,1
145,1,Difficult,1,1,1,7,9998,9998,0,1,0
145,5,Difficult,1,1,3,5,10640,10640,1,0,1
145,8,Easy,0,1,2,4,10716,10716,1,0,0
145,1,Difficult,1,1,1,7,11766,11766,1,0,1
145,7,Difficult,1,1,5,4,12074,12074,1,1,1
145,2,Easy,0,1,1,4,12154,12154,0,1,0
145,6,Easy,0,1,3,4,12320,12320,0,1,0
145,3,Difficult,1,1,2,4,12923,12923,1,0,1
145,2,Easy,0,1,2,4,14995,14995,1,1,0
145,7,Difficult,1,1,6,4,16340,16340,0,0,0
145,6,Easy,0,1,4,4,24202,24202,0,1,0
145,1,Difficult,1,1,1,7,43026,37427,1,1,1
146,3,Easy,0,2,2,2,2901,2901,1,0,0
146,1,Easy,0,2,1,7,3515,3515,1,0,0
146,1,Easy,0,2,1,7,3689,3689,0,1,0
146,1,Easy,0,2,1,7,4013,4013,0,0,0
146,4,Difficult,1,2,2,4,4027,4027,1,1,1
146,5,Easy,0,2,3,3,4104,4104,1,1,0
146,1,Easy,0,2,1,7,4465,4465,0,0,0
146,4,Difficult,1,2,2,4,4638,4638,1,0,1
146,4,Difficult,1,2,2,4,4781,4781,1,1,1
146,5,Easy,0,2,3,3,4804,4804,1,1,0
146,3,Easy,0,2,2,2,4809,4809,1,1,0
146,7,Easy,0,2,6,2,5224,5224,1,0,0
146,1,Easy,0,2,1,7,5381,5381,0,1,0
146,5,Easy,0,2,2,3,5862,5862,1,0,0
146,6,Difficult,1,2,3,4,5882,5882,0,1,0
146,2,Difficult,1,2,1,2,6802,6802,0,0,0
146,8,Difficult,1,2,1,3,6941,6941,1,1,1
146,2,Difficult,1,2,2,2,7320,7320,1,1,1
146,4,Difficult,1,2,2,4,7664,7664,1,0,1
146,8,Difficult,1,2,2,3,7919,7919,1,1,1
146,6,Difficult,1,2,3,4,9799,9799,1,0,1
146,6,Difficult,1,2,4,4,10337,10337,0,1,0
146,1,Easy,0,2,1,7,12880,12880,0,1,0
146,6,Difficult,1,2,3,4,15081,15081,0,0,0
146,8,Difficult,1,2,7,3,16148,16148,1,0,1
146,1,Easy,0,2,1,7,16484,16484,1,0,0
146,7,Easy,0,2,5,2,17115,17115,1,1,0
147,6,Easy,0,1,4,4,4187,4187,0,1,0
147,1,Difficult,1,1,1,7,4328,4328,1,1,1
147,8,Easy,0,1,7,4,4977,4977,0,0,0
147,1,Difficult,1,1,1,7,5166,5166,1,1,1
147,3,Difficult,1,1,2,4,5871,5871,1,0,1
147,4,Easy,0,1,2,4,6004,6004,0,0,0
147,1,Difficult,1,1,1,7,6692,6692,0,0,0
147,1,Difficult,1,1,1,7,6845,6845,0,1,0
147,2,Easy,0,1,1,4,7148,7148,0,1,0
147,6,Easy,0,1,3,4,7192,7192,0,0,0
147,4,Easy,0,1,2,4,7924,7924,0,1,0
147,7,Difficult,1,1,5,4,8142,8142,0,1,0
147,5,Difficult,1,1,2,5,8254,8254,0,1,0
147,8,Easy,0,1,1,4,8509,8509,0,1,0
147,1,Difficult,1,1,1,7,8613,8613,1,1,1
147,5,Difficult,1,1,3,5,9115,9115,1,1,1
147,6,Easy,0,1,3,4,9118,9118,0,1,0
147,8,Easy,0,1,2,4,9265,9265,0,1,0
147,3,Difficult,1,1,2,4,9549,9549,1,0,1
147,1,Difficult,1,1,1,7,11156,11156,0,1,0
147,5,Difficult,1,1,3,5,11571,11571,1,0,1
147,6,Easy,0,1,3,4,11864,11864,0,0,0
147,2,Easy,0,1,2,4,12482,12482,1,0,0
147,7,Difficult,1,1,6,4,14423,14423,0,0,0
147,4,Easy,0,1,2,4,16629,16629,0,0,0
147,1,Difficult,1,1,1,7,17175,17175,0,1,0
147,4,Easy,0,1,2,4,20753,20753,0,1,0
149,4,Easy,0,1,2,4,4488,4488,0,1,0
149,4,Easy,0,1,2,4,4667,4667,0,0,0
149,1,Difficult,1,1,1,7,5873,5873,1,1,1
149,2,Easy,0,1,1,4,6008,6008,0,0,0
149,1,Difficult,1,1,1,7,6142,6142,1,1,1
149,1,Difficult,1,1,1,7,6210,6210,0,1,0
149,1,Difficult,1,1,1,7,6394,6394,0,0,0
149,4,Easy,0,1,2,4,6977,6977,0,0,0
149,6,Easy,0,1,3,4,7151,7151,1,1,0
149,3,Difficult,1,1,2,4,7465,7465,1,0,1
149,5,Difficult,1,1,3,5,8039,8039,1,0,1
149,3,Difficult,1,1,2,4,8679,8679,1,0,1
149,6,Easy,0,1,3,4,8975,8975,1,1,0
149,5,Difficult,1,1,2,5,9023,9023,0,1,0
149,2,Easy,0,1,2,4,9759,9759,1,1,0
149,4,Easy,0,1,2,4,9952,9952,0,1,0
149,8,Easy,0,1,7,4,10912,10912,0,0,0
149,5,Difficult,1,1,3,5,10945,10945,1,1,1
149,1,Difficult,1,1,1,7,11557,11557,0,1,0
149,6,Easy,0,1,4,4,11886,11886,0,1,0
149,8,Easy,0,1,1,4,11985,11985,0,0,0
149,8,Easy,0,1,2,4,12968,12968,0,0,0
149,1,Difficult,1,1,1,7,14268,14268,0,1,0
149,6,Easy,0,1,3,4,14342,14342,0,1,0
149,7,Difficult,1,1,6,4,14966,14966,0,0,0
149,1,Difficult,1,1,1,7,19268,19268,0,1,0
149,7,Difficult,1,1,5,4,21118,21118,1,1,1
150,3,Easy,0,2,2,2,5441,5441,1,0,0
150,4,Difficult,1,2,2,4,5574,5574,0,1,0
150,4,Difficult,1,2,2,4,5597,5597,0,1,0
150,1,Easy,0,2,1,7,5696,5696,1,0,0
150,4,Difficult,1,2,2,4,5767,5767,1,1,1
150,6,Difficult,1,2,3,4,6159,6159,0,1,0
150,5,Easy,0,2,3,3,6204,6204,1,0,0
150,6,Difficult,1,2,3,4,7113,7113,0,1,0
150,4,Difficult,1,2,2,4,7652,7652,0,0,0
150,2,Difficult,1,2,1,2,7919,7919,0,1,0
150,1,Easy,0,2,1,7,8647,8647,1,0,0
150,3,Easy,0,2,2,2,8685,8685,1,0,0
150,8,Difficult,1,2,2,3,8784,8784,0,1,0
150,5,Easy,0,2,2,3,9285,9285,0,0,0
150,6,Difficult,1,2,3,4,9298,9298,0,0,0
150,1,Easy,0,2,1,7,9627,9627,0,1,0
150,1,Easy,0,2,1,7,10573,10573,0,1,0
150,7,Easy,0,2,6,2,10621,10621,1,0,0
150,8,Difficult,1,2,7,3,10859,10859,0,0,0
150,5,Easy,0,2,3,3,11221,11221,1,1,0
150,1,Easy,0,2,1,7,12622,12622,1,0,0
150,6,Difficult,1,2,4,4,12810,12810,0,1,0
150,1,Easy,0,2,1,7,12884,12884,1,0,0
150,8,Difficult,1,2,1,3,14883,14883,1,1,1
150,2,Difficult,1,2,2,2,18501,18501,1,0,1
150,7,Easy,0,2,5,2,29447,29447,0,1,0
150,1,Easy,0,2,1,7,30654,30654,0,0,0
151,4,Easy,0,1,2,4,2548,2620,0,1,0
151,1,Difficult,1,1,1,7,6958,6958,0,1,0
151,8,Easy,0,1,7,4,7397,7397,1,0,0
151,2,Easy,0,1,1,4,8132,8132,0,1,0
151,7,Difficult,1,1,5,4,8304,8304,1,1,1
151,5,Difficult,1,1,3,5,8355,8355,1,1,1
151,4,Easy,0,1,2,4,8424,8424,0,0,0
151,1,Difficult,1,1,1,7,8621,8621,0,0,0
151,6,Easy,0,1,4,4,8675,8675,0,1,0
151,2,Easy,0,1,2,4,8993,8993,1,1,0
151,5,Difficult,1,1,2,5,9248,9248,0,1,0
151,3,Difficult,1,1,2,4,9590,9590,1,1,1
151,1,Difficult,1,1,1,7,10138,10138,1,0,1
151,6,Easy,0,1,3,4,11240,11240,1,1,0
151,4,Easy,0,1,2,4,11366,11366,0,1,0
151,1,Difficult,1,1,1,7,12078,12078,0,1,0
151,6,Easy,0,1,3,4,13583,13583,0,1,0
151,1,Difficult,1,1,1,7,14222,14222,1,1,1
151,4,Easy,0,1,2,4,15012,15012,1,1,0
151,5,Difficult,1,1,3,5,15225,15225,1,0,1
151,8,Easy,0,1,1,4,15438,15438,1,1,0
151,7,Difficult,1,1,6,4,15599,15599,0,0,0
151,8,Easy,0,1,2,4,18125,18125,0,1,0
151,6,Easy,0,1,3,4,29932,29932,0,0,0
151,1,Difficult,1,1,1,7,31856,31856,0,0,0
151,1,Difficult,1,1,1,7,34196,34196,0,1,0
151,3,Difficult,1,1,2,4,38310,37427,1,0,1
152,6,Difficult,1,2,4,4,3705,3705,0,1,0
152,1,Easy,0,2,1,7,5629,5629,1,1,0
152,1,Easy,0,2,1,7,5887,5887,0,1,0
152,4,Difficult,1,2,2,4,8482,8482,1,1,1
152,1,Easy,0,2,1,7,8892,8892,1,0,0
152,5,Easy,0,2,2,3,9055,9055,0,1,0
152,7,Easy,0,2,6,2,9064,9064,1,0,0
152,1,Easy,0,2,1,7,9284,9284,1,0,0
152,1,Easy,0,2,1,7,9507,9507,0,1,0
152,5,Easy,0,2,3,3,9629,9629,1,1,0
152,4,Difficult,1,2,2,4,10097,10097,1,1,1
152,2,Difficult,1,2,1,2,10318,10318,0,0,0
152,4,Difficult,1,2,2,4,10730,10730,1,0,1
152,5,Easy,0,2,3,3,10975,10975,1,0,0
152,3,Easy,0,2,2,2,11491,11491,1,1,0
152,1,Easy,0,2,1,7,11988,11988,0,1,0
152,2,Difficult,1,2,2,2,12363,12363,1,1,1
152,6,Difficult,1,2,3,4,12604,12604,0,1,0
152,8,Difficult,1,2,1,3,12856,12856,1,0,1
152,1,Easy,0,2,1,7,13641,13641,1,1,0
152,8,Difficult,1,2,2,3,15726,15726,1,0,1
152,4,Difficult,1,2,2,4,16694,16694,0,1,0
152,3,Easy,0,2,2,2,17332,17332,1,0,0
152,6,Difficult,1,2,3,4,17902,17902,0,1,0
152,6,Difficult,1,2,3,4,23813,23813,1,0,1
152,7,Easy,0,2,5,2,25724,25724,1,1,0
152,8,Difficult,1,2,7,3,37427,37427,0,0,0
154,3,Easy,0,2,2,2,3064,3064,1,1,0
154,1,Easy,0,2,1,7,3672,3672,0,1,0
154,4,Difficult,1,2,2,4,5005,5005,0,0,0
154,3,Easy,0,2,2,2,5389,5389,1,1,0
154,1,Easy,0,2,1,7,6228,6228,1,1,0
154,1,Easy,0,2,1,7,6408,6408,0,1,0
154,6,Difficult,1,2,3,4,6603,6603,0,1,0
154,6,Difficult,1,2,4,4,6622,6622,0,1,0
154,5,Easy,0,2,2,3,6854,6854,0,1,0
154,2,Difficult,1,2,2,2,6959,6959,1,1,1
154,4,Difficult,1,2,2,4,7159,7159,0,1,0
154,2,Difficult,1,2,1,2,7253,7253,0,0,0
154,1,Easy,0,2,1,7,7777,7777,1,1,0
154,4,Difficult,1,2,2,4,7801,7801,0,1,0
154,8,Difficult,1,2,1,3,7804,7804,0,1,0
154,8,Difficult,1,2,2,3,8574,8574,0,0,0
154,4,Difficult,1,2,2,4,9215,9215,0,0,0
154,7,Easy,0,2,6,2,9850,9850,0,0,0
154,6,Difficult,1,2,3,4,10450,10450,0,1,0
154,1,Easy,0,2,1,7,10917,10917,0,1,0
154,7,Easy,0,2,5,2,11703,11703,1,1,0
154,6,Difficult,1,2,3,4,13709,13709,0,1,0
154,8,Difficult,1,2,7,3,14987,14987,0,0,0
154,5,Easy,0,2,3,3,19288,19288,0,0,0
154,5,Easy,0,2,3,3,21194,21194,1,1,0
154,1,Easy,0,2,1,7,23391,23391,0,0,0
154,1,Easy,0,2,1,7,25416,25416,1,0,0
155,2,Easy,0,1,1,4,3717,3717,0,1,0
155,4,Easy,0,1,2,4,4134,4134,0,0,0
155,1,Difficult,1,1,1,7,4328,4328,0,1,0
155,1,Difficult,1,1,1,7,4518,4518,0,1,0
155,1,Difficult,1,1,1,7,4581,4581,0,1,0
155,6,Easy,0,1,4,4,5432,5432,0,1,0
155,4,Easy,0,1,2,4,5527,5527,0,1,0
155,4,Easy,0,1,2,4,5554,5554,0,1,0
155,6,Easy,0,1,3,4,5573,5573,0,0,0
155,6,Easy,0,1,3,4,6192,6192,0,1,0
155,1,Difficult,1,1,1,7,6316,6316,1,0,1
155,3,Difficult,1,1,2,4,6380,6380,0,0,0
155,5,Difficult,1,1,2,5,6398,6398,0,1,0
155,4,Easy,0,1,2,4,7182,7182,0,1,0
155,6,Easy,0,1,3,4,7352,7352,0,1,0
155,3,Difficult,1,1,2,4,7465,7465,0,1,0
155,1,Difficult,1,1,1,7,7557,7557,0,1,0
155,5,Difficult,1,1,3,5,8391,8391,0,1,0
155,5,Difficult,1,1,3,5,9921,9921,1,0,1
155,1,Difficult,1,1,1,7,10366,10366,0,1,0
155,8,Easy,0,1,1,4,11464,11464,0,0,0
155,8,Easy,0,1,2,4,12000,12000,0,1,0
155,2,Easy,0,1,2,4,14376,14376,0,1,0
155,8,Easy,0,1,7,4,14978,14978,1,0,0
155,7,Difficult,1,1,6,4,16268,16268,1,0,1
155,7,Difficult,1,1,5,4,24872,24872,0,1,0
155,1,Difficult,1,1,1,7,27187,27187,0,1,0
157,1,Difficult,1,1,1,7,2943,2943,0,1,0
157,1,Difficult,1,1,1,7,3011,3011,1,1,1
157,4,Easy,0,1,2,4,3247,3247,1,0,0
157,5,Difficult,1,1,2,5,3698,3698,0,1,0
157,1,Difficult,1,1,1,7,3821,3821,0,0,0
157,1,Difficult,1,1,1,7,4357,4357,1,1,1
157,3,Difficult,1,1,2,4,4665,4665,1,0,1
157,3,Difficult,1,1,2,4,4723,4723,1,0,1
157,8,Easy,0,1,1,4,4829,4829,0,1,0
157,6,Easy,0,1,3,4,5022,5022,0,0,0
157,2,Easy,0,1,1,4,5093,5093,0,0,0
157,4,Easy,0,1,2,4,5267,5267,0,0,0
157,8,Easy,0,1,2,4,5862,5862,0,1,0
157,1,Difficult,1,1,1,7,6782,6782,1,1,1
157,6,Easy,0,1,3,4,6797,6797,0,1,0
157,2,Easy,0,1,2,4,6840,6840,1,1,0
157,4,Easy,0,1,2,4,7163,7163,0,1,0
157,5,Difficult,1,1,3,5,8728,8728,0,0,0
157,4,Easy,0,1,2,4,8891,8891,1,1,0
157,6,Easy,0,1,3,4,10253,10253,0,0,0
157,7,Difficult,1,1,5,4,11547,11547,0,1,0
157,6,Easy,0,1,4,4,12105,12105,1,1,0
157,1,Difficult,1,1,1,7,12717,12717,1,0,1
157,8,Easy,0,1,7,4,13433,13433,1,0,0
157,7,Difficult,1,1,6,4,14708,14708,0,0,0
157,5,Difficult,1,1,3,5,24646,24646,1,1,1
157,1,Difficult,1,1,1,7,24765,24765,0,1,0
159,1,Difficult,1,1,1,7,4320,4320,0,0,0
159,1,Difficult,1,1,1,7,4324,4324,0,1,0
159,4,Easy,0,1,2,4,4903,4903,0,0,0
159,1,Difficult,1,1,1,7,5181,5181,1,1,1
159,4,Easy,0,1,2,4,5740,5740,0,1,0
159,2,Easy,0,1,2,4,6469,6469,1,1,0
159,4,Easy,0,1,2,4,6665,6665,0,0,0
159,3,Difficult,1,1,2,4,6997,6997,1,1,1
159,5,Difficult,1,1,3,5,7924,7924,0,1,0
159,3,Difficult,1,1,2,4,8373,8373,1,0,1
159,6,Easy,0,1,3,4,8534,8534,0,0,0
159,8,Easy,0,1,1,4,8574,8574,1,0,0
159,1,Difficult,1,1,1,7,8894,8894,1,0,1
159,1,Difficult,1,1,1,7,9053,9053,0,0,0
159,7,Difficult,1,1,5,4,9415,9415,0,1,0
159,6,Easy,0,1,3,4,10188,10188,0,1,0
159,8,Easy,0,1,7,4,10468,10468,0,0,0
159,8,Easy,0,1,2,4,10781,10781,0,1,0
159,2,Easy,0,1,1,4,10923,10923,0,0,0
159,1,Difficult,1,1,1,7,11371,11371,1,1,1
159,5,Difficult,1,1,2,5,13180,13180,0,1,0
159,1,Difficult,1,1,1,7,15202,15202,1,0,1
159,6,Easy,0,1,3,4,15406,15406,0,0,0
159,5,Difficult,1,1,3,5,15687,15687,0,0,0
159,4,Easy,0,1,2,4,17963,17963,0,0,0
159,7,Difficult,1,1,6,4,18361,18361,0,0,0
159,6,Easy,0,1,4,4,40907,37427,1,1,0
160,4,Difficult,1,2,2,4,3573,3573,1,0,1
160,1,Easy,0,2,1,7,4369,4369,1,1,0
160,1,Easy,0,2,1,7,4423,4423,1,0,0
160,1,Easy,0,2,1,7,4508,4508,1,1,0
160,4,Difficult,1,2,2,4,4546,4546,1,1,1
160,2,Difficult,1,2,2,2,5190,5190,1,1,1
160,4,Difficult,1,2,2,4,5545,5545,1,0,1
160,1,Easy,0,2,1,7,6081,6081,1,1,0
160,7,Easy,0,2,5,2,6224,6224,1,1,0
160,8,Difficult,1,2,1,3,6228,6228,1,1,1
160,1,Easy,0,2,1,7,6980,6980,0,0,0
160,6,Difficult,1,2,3,4,7015,7015,0,1,0
160,2,Difficult,1,2,1,2,7788,7788,0,0,0
160,8,Difficult,1,2,2,3,7893,7893,1,0,1
160,3,Easy,0,2,2,2,8007,8007,1,0,0
160,5,Easy,0,2,2,3,8301,8301,0,1,0
160,6,Difficult,1,2,3,4,8934,8934,1,1,1
160,1,Easy,0,2,1,7,9723,9723,1,1,0
160,4,Difficult,1,2,2,4,10261,10261,1,0,1
160,1,Easy,0,2,1,7,10290,10290,1,0,0
160,6,Difficult,1,2,4,4,10343,10343,1,1,1
160,6,Difficult,1,2,3,4,10526,10526,1,0,1
160,5,Easy,0,2,3,3,12121,12121,1,0,0
160,5,Easy,0,2,3,3,12136,12136,1,1,0
160,3,Easy,0,2,2,2,17020,17020,1,0,0
160,8,Difficult,1,2,7,3,19141,19141,0,0,0
160,7,Easy,0,2,6,2,20107,20107,1,0,0
162,6,Difficult,1,2,4,4,3052,3052,1,1,1
162,5,Easy,0,2,3,3,3978,3978,1,1,0
162,1,Easy,0,2,1,7,4277,4277,0,1,0
162,1,Easy,0,2,1,7,4674,4674,0,1,0
162,2,Difficult,1,2,2,2,5604,5604,1,1,1
162,1,Easy,0,2,1,7,6302,6302,1,1,0
162,7,Easy,0,2,6,2,6420,6420,0,0,0
162,8,Difficult,1,2,7,3,6476,6476,0,0,0
162,6,Difficult,1,2,3,4,6648,6648,0,1,0
162,1,Easy,0,2,1,7,6982,6982,1,0,0
162,1,Easy,0,2,1,7,7085,7085,1,1,0
162,4,Difficult,1,2,2,4,7636,7636,1,0,1
