,Subject,part_condition,Passages,trial_difficulty,RT,answers,QuestionNum,MW,Gender,ImplicitWP,MindwanderTheory,Chronotype,ChronotypePM,ChronotypeAM,ChronotypeC,MindwanderTheoryC,ImplicitWP_C,RT_wind_Z,RT_wind
376,40,cond1,4,Easy,14465,1,4.1,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,1.386268156,14465
377,40,cond1,4,Easy,10173,1,4.2,NA,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,0.616270605,10173
378,40,cond1,4,Easy,4358,0,4.3,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,-0.42695767,4358
379,40,cond1,4,Easy,6908,1,4.4,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,0.030519906,6908
380,40,cond1,5,Hard,6874,1,5.1,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,0.024420205,6874
381,40,cond1,5,Hard,7141,1,5.2,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,0.072320798,7141
382,40,cond1,5,Hard,8480,1,5.3,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,0.312541376,8480
383,40,cond1,6,Easy,2774,1,6.1,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,-0.711131975,2774
384,40,cond1,6,Easy,14098,0,6.2,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,1.320427266,14098
385,40,cond1,6,Easy,5649,0,6.3,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,-0.195348434,5649
386,40,cond1,7,Hard,9816,1,7.1,1,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,0.552223745,9816
387,40,cond1,7,Hard,11178,1,7.2,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,0.796570591,11178
388,40,cond1,8,Easy,8173,1,8.1,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,0.257464664,8173
389,40,cond1,8,Easy,4547,1,8.2,1,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,-0.393050508,4547
390,40,cond1,8,Easy,9781,0,8.3,0,male,27,20,12,3.102679054,-4.030215286,-0.463768116,-1.140625,3.409090909,0.545944641,9781
391,41,cond2,1,Easy,12408.12,1,1.1,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,1.017257773,12408.12
392,41,cond2,1,Easy,8035.155,1,1.2,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,0.232734861,8035.155
393,41,cond2,1,Easy,9123.32,1,1.3,1,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,0.427954895,9123.32
394,41,cond2,1,Easy,18103.72,1,1.4,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,2.039065334,18103.72
395,41,cond2,1,Easy,5301.015,1,1.5,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,-0.257777977,5301.015
396,41,cond2,1,Easy,30544.355,1,1.6,1,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,3.211693384,24640
397,41,cond2,1,Easy,8979.095,1,1.7,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,0.402080501,8979.095
398,41,cond2,2,Hard,6152.4,1,2.1,1,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,-0.105036979,6152.4
399,41,cond2,2,Hard,6906.22,1,2.2,1,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,0.030200568,6906.22
400,41,cond2,3,Easy,21067.315,1,3.1,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,2.570743081,21067.315
401,41,cond2,3,Easy,9473.725,1,3.2,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,0.490818593,9473.725
402,41,cond2,4,Hard,16529.07,1,4.1,1,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,1.756568446,16529.07
403,41,cond2,4,Hard,7611.735,1,4.2,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,0.156772055,7611.735
404,41,cond2,4,Hard,5745.51,1,4.3,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,-0.178034254,5745.51
405,41,cond2,4,Hard,8593.755,1,4.4,1,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,0.332949361,8593.755
406,41,cond2,5,Easy,7759.895,0,5.1,1,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,0.1833524,7759.895
407,41,cond2,5,Easy,7319.375,1,5.2,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,0.104321803,7319.375
408,41,cond2,5,Easy,25966.805,1,5.3,1,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,3.211693384,24640
409,41,cond2,6,Hard,2414.18,1,6.1,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,-0.775684752,2414.18
410,41,cond2,6,Hard,12254.11,0,6.2,1,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,0.989627922,12254.11
411,41,cond2,6,Hard,3429.84,0,6.3,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,-0.593472331,3429.84
412,41,cond2,7,Easy,8958.775,0,7.1,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,0.398435033,8958.775
413,41,cond2,7,Easy,5246.98,0,7.2,1,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,-0.267472017,5246.98
414,41,cond2,8,Hard,4740.825,1,8.1,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,-0.358277727,4740.825
415,41,cond2,8,Hard,3199.085,1,8.2,0,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,-0.634870464,3199.085
416,41,cond2,8,Hard,18285.81,0,8.3,1,male,24,16,15,6.102679054,-1.030215286,2.536231884,-5.140625,0.409090909,2.071732821,18285.81
417,42,cond2,1,Easy,14416.235,1,1.1,1,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,1.37751957,14416.235
418,42,cond2,1,Easy,9055.055,1,1.2,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,0.415707951,9055.055
419,42,cond2,1,Easy,7066.475,0,1.3,1,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,0.058950792,7066.475
420,42,cond2,1,Easy,11554.725,1,1.4,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,0.864156175,11554.725
421,42,cond2,1,Easy,8668.315,0,1.5,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,0.346325646,8668.315
422,42,cond2,1,Easy,38832.535,0,1.6,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,3.211693384,24640
423,42,cond2,1,Easy,7771.095,1,1.7,1,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,0.185361713,7771.095
424,42,cond2,2,Hard,7353.385,1,2.1,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,0.110423298,7353.385
425,42,cond2,2,Hard,15899.115,1,2.2,1,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,1.643552647,15899.115
426,42,cond2,3,Easy,24738.365,1,3.1,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,3.211693384,24640
427,42,cond2,3,Easy,22403.345,1,3.2,1,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,2.810430832,22403.345
428,42,cond2,4,Hard,12815.43,0,4.1,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,1.090330397,12815.43
429,42,cond2,4,Hard,17087.695,0,4.2,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,1.85678743,17087.695
430,42,cond2,4,Hard,3495.29,1,4.3,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,-0.581730407,3495.29
431,42,cond2,4,Hard,33411.835,1,4.4,1,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,3.211693384,24640
432,42,cond2,5,Easy,6729.86,0,5.1,1,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,-0.001438939,6729.86
433,42,cond2,5,Easy,10536.99,0,5.2,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,0.681571493,10536.99
434,42,cond2,5,Easy,16665.655,1,5.3,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,1.781072201,16665.655
435,42,cond2,6,Hard,5082.275,1,6.1,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,-0.297020583,5082.275
436,42,cond2,6,Hard,7009.63,1,6.2,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,0.04875263,7009.63
437,42,cond2,6,Hard,2833.48,0,6.3,1,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,-0.700461087,2833.48
438,42,cond2,7,Easy,15608.25,0,7.1,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,1.591370602,15608.25
439,42,cond2,7,Easy,7264.53,0,7.2,1,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,0.094482447,7264.53
440,42,cond2,8,Hard,7040.58,1,8.1,1,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,0.054305152,7040.58
441,42,cond2,8,Hard,7857.455,1,8.2,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,0.200854953,7857.455
442,42,cond2,8,Hard,13280.84,0,8.3,0,male,24,22,15,6.102679054,-1.030215286,2.536231884,0.859375,0.409090909,1.173826334,13280.84
443,47,cond1,1,Hard,5521.625,0,1.1,0,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.218199888,5521.625
444,47,cond1,1,Hard,4778.285,1,1.2,0,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.351557292,4778.285
445,47,cond1,1,Hard,2630.745,1,1.3,0,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.736832348,2630.745
446,47,cond1,1,Hard,9007.325,1,1.4,0,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,0.407145047,9007.325
447,47,cond1,1,Hard,2878.12,0,1.5,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.692452538,2878.12
448,47,cond1,1,Hard,11070.645,0,1.6,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,0.777310785,11070.645
449,47,cond1,1,Hard,3352.73,0,1.7,0,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.607306094,3352.73
450,47,cond1,2,Easy,3019.39,0,2.1,0,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.66710828,3019.39
451,47,cond1,2,Easy,4443.055,1,2.2,0,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.41169855,4443.055
452,47,cond1,3,Hard,203.575,0,3.1,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
453,47,cond1,3,Hard,1839.845,0,3.2,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.878722158,1839.845
454,47,cond1,4,Easy,3012.105,1,4.1,0,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.668415231,3012.105
455,47,cond1,4,Easy,3287.705,0,4.2,NA,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.618971772,3287.705
456,47,cond1,4,Easy,1863.515,1,4.3,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.874475689,1863.515
457,47,cond1,4,Easy,3212.94,0,4.4,0,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-0.632384835,3212.94
458,47,cond1,5,Hard,148.06,0,5.1,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
459,47,cond1,5,Hard,161.16,0,5.2,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
460,47,cond1,5,Hard,137.415,0,5.3,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
461,47,cond1,6,Easy,129.36,0,6.1,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
462,47,cond1,6,Easy,175.35,0,6.2,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
463,47,cond1,6,Easy,166.69,0,6.3,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
464,47,cond1,7,Hard,152.64,1,7.1,0,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
465,47,cond1,7,Hard,150.555,0,7.2,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
466,47,cond1,8,Easy,152.145,0,8.1,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
467,47,cond1,8,Easy,149.525,0,8.2,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
468,47,cond1,8,Easy,150.265,0,8.3,1,female,21,18,7,-1.897320946,-9.030215286,-5.463768116,-3.140625,-2.590909091,-1.137931643,395
469,48,cond2,1,Easy,6889,0,1.1,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,0.027111249,6889
470,48,cond2,1,Easy,6296,1,1.2,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.079274712,6296
471,48,cond2,1,Easy,4117,0,1.3,0,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.470193786,4117
472,48,cond2,1,Easy,13227,1,1.4,0,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,1.164167278,13227
473,48,cond2,1,Easy,5894,0,1.5,0,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.151394707,5894
474,48,cond2,1,Easy,19311,1,1.6,0,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,2.255654952,19311
475,48,cond2,1,Easy,5342,1,1.7,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.250425146,5342
476,48,cond2,2,Hard,6315,0,2.1,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.075866056,6315
477,48,cond2,2,Hard,44892,1,2.2,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,3.211693384,24640
478,48,cond2,3,Easy,11177,1,3.1,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,0.796391188,11177
479,48,cond2,3,Easy,8676,1,3.2,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,0.347704358,8676
480,48,cond2,4,Hard,5636,0,4.1,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.197680673,5636
481,48,cond2,4,Hard,6810,0,4.2,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,0.012938415,6810
482,48,cond2,4,Hard,2324,0,4.3,0,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.791863312,2324
483,48,cond2,4,Hard,10109,0,4.4,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,0.604788815,10109
484,48,cond2,5,Easy,3377,0,5.1,0,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.602951984,3377
485,48,cond2,5,Easy,14177,0,5.2,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,1.3346001,14177
486,48,cond2,5,Easy,2326,0,5.3,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.791504506,2326
487,48,cond2,6,Hard,1474,0,6.1,0,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.944355837,1474
488,48,cond2,6,Hard,4633,1,6.2,0,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.377621853,4633
489,48,cond2,6,Hard,2828,0,6.3,0,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.701444215,2828
490,48,cond2,7,Easy,3350,0,7.1,0,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.607795864,3350
491,48,cond2,7,Easy,4116,0,7.2,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.470373189,4116
492,48,cond2,8,Hard,3335,0,8.1,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.610486909,3335
493,48,cond2,8,Hard,4757,1,8.2,0,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,-0.355375884,4757
494,48,cond2,8,Hard,8659,1,8.3,1,female,19,27,14,5.102679054,-2.030215286,1.536231884,5.859375,-4.590909091,0.344654508,8659
495,51,cond1,1,Hard,3191.475,0,1.1,0,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-0.63623572,3191.475
496,51,cond1,1,Hard,3705.755,1,1.2,0,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-0.54397236,3705.755
497,51,cond1,1,Hard,2486.825,1,1.3,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-0.762652024,2486.825
498,51,cond1,1,Hard,3903.33,0,1.4,0,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-0.508526818,3903.33
499,51,cond1,1,Hard,2712.22,0,1.5,0,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-0.722215491,2712.22
500,51,cond1,1,Hard,8823.33,0,1.6,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,0.374135798,8823.33
501,51,cond1,1,Hard,1364.115,0,1.7,0,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-0.964069533,1364.115
502,51,cond1,2,Easy,530.025,1,2.1,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.113707757,530.025
503,51,cond1,2,Easy,564.815,0,2.2,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.107466327,564.815
504,51,cond1,3,Hard,498.205,0,3.1,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.119416359,498.205
505,51,cond1,3,Hard,392.72,0,3.2,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.137931643,395
506,51,cond1,4,Easy,464.85,0,4.1,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.125400345,464.85
507,51,cond1,4,Easy,597.71,0,4.2,NA,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.101564867,597.71
508,51,cond1,4,Easy,646.845,1,4.3,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.092749902,646.845
509,51,cond1,4,Easy,587.89,0,4.4,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.103326604,587.89
510,51,cond1,5,Hard,417.65,0,5.1,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.133868166,417.65
511,51,cond1,5,Hard,384.65,0,5.2,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.137931643,395
512,51,cond1,5,Hard,364.9,0,5.3,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.137931643,395
513,51,cond1,6,Easy,492.515,0,6.1,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.120437162,492.515
514,51,cond1,6,Easy,404.365,0,6.2,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.136251534,404.365
515,51,cond1,6,Easy,314.14,0,6.3,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.137931643,395
516,51,cond1,7,Hard,1665.555,1,7.1,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-0.909990301,1665.555
517,51,cond1,7,Hard,603.235,0,7.2,0,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.100573665,603.235
518,51,cond1,8,Easy,625.715,0,8.1,0,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.096540687,625.715
519,51,cond1,8,Easy,435.475,0,8.2,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.130670308,435.475
520,51,cond1,8,Easy,546.145,1,8.3,1,male,25,22,12,3.102679054,-4.030215286,-0.463768116,0.859375,1.409090909,-1.110815781,546.145
521,53,cond1,1,Hard,7353.685,1,1.1,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.110477119,7353.685
522,53,cond1,1,Hard,7276.115,0,1.2,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.09656083,7276.115
523,53,cond1,1,Hard,9749.505,1,1.3,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.540294344,9749.505
524,53,cond1,1,Hard,11389.365,1,1.4,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.8344901,11389.365
525,53,cond1,1,Hard,7588.555,0,1.5,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.152613495,7588.555
526,53,cond1,1,Hard,19457.255,0,1.6,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,2.281893534,19457.255
527,53,cond1,1,Hard,2238.085,0,1.7,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,-0.807276719,2238.085
528,53,cond1,2,Easy,4587.935,0,2.1,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,-0.385706648,4587.935
529,53,cond1,2,Easy,7458.425,0,2.2,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.129267786,7458.425
530,53,cond1,3,Hard,6967.7,0,3.1,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.041230263,6967.7
531,53,cond1,3,Hard,9033.68,0,3.2,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.411873213,9033.68
532,53,cond1,4,Easy,7501.41,0,4.1,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.136979423,7501.41
533,53,cond1,4,Easy,7199.315,0,4.2,NA,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.082782682,7199.315
534,53,cond1,4,Easy,3589.37,1,4.3,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,-0.564852175,3589.37
535,53,cond1,4,Easy,8421.15,0,4.4,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.301983511,8421.15
536,53,cond1,5,Hard,4422.295,0,5.1,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,-0.415422956,4422.295
537,53,cond1,5,Hard,6104.215,0,5.2,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,-0.113681511,6104.215
538,53,cond1,5,Hard,8192.61,0,5.3,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.260982756,8192.61
539,53,cond1,6,Easy,2171.605,0,6.1,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,-0.819203428,2171.605
540,53,cond1,6,Easy,11454.895,1,6.2,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.846246377,11454.895
541,53,cond1,6,Easy,2707.305,0,6.3,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,-0.723097257,2707.305
542,53,cond1,7,Hard,4900.77,0,7.1,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,-0.329583119,4900.77
543,53,cond1,7,Hard,2365.44,0,7.2,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,-0.784428853,2365.44
544,53,cond1,8,Easy,3720.31,1,8.1,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,-0.54136115,3720.31
545,53,cond1,8,Easy,3945.815,1,8.2,0,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,-0.500904883,3945.815
546,53,cond1,8,Easy,8596.785,0,8.3,1,female,26,29,12,3.102679054,-4.030215286,-0.463768116,7.859375,2.409090909,0.333492952,8596.785
547,54,cond1,1,Hard,6739,0,1.1,0,female,23,25,16,7.102679054,-0.030215286,3.536231884,3.859375,-0.590909091,0.000200804,6739
548,54,cond1,1,Hard,6833,1,1.2,0,female,23,25,16,7.102679054,-0.030215286,3.536231884,3.859375,-0.590909091,0.017064683,6833
549,54,cond1,1,Hard,5438,1,1.3,0,female,23,25,16,7.102679054,-0.030215286,3.536231884,3.859375,-0.590909091,-0.233202461,5438
550,54,cond1,1,Hard,13589,1,1.4,1,female,23,25,16,7.102679054,-0.030215286,3.536231884,3.859375,-0.590909091,1.229111153,13589
551,54,cond1,1,Hard,4815,0,1.5,0,female,23,25,16,7.102679054,-0.030215286,3.536231884,3.859375,-0.590909091,-0.344970512,4815
552,54,cond1,1,Hard,15947,0,1.6,0,female,23,25,16,7.102679054,-0.030215286,3.536231884,3.859375,-0.590909091,1.652143359,15947
553,54,cond1,1,Hard,7718,1,1.7,0,female,23,25,16,7.102679054,-0.030215286,3.536231884,3.859375,-0.590909091,0.175836312,7718
554,54,cond1,2,Easy,3480,1,2.1,0,female,23,25,16,7.102679054,-0.030215286,3.536231884,3.859375,-0.590909091,-0.584473478,3480
555,54,cond1,2,Easy,7785,1,2.2,1,female,23,25,16,7.102679054,-0.030215286,3.536231884,3.859375,-0.590909091,0.187856311,7785
556,54,cond1,3,Hard,4118,0,3.1,0,female,23,25,16,7.102679054,-0.030215286,3.536231884,3.859375,-0.590909091,-0.470014383,4118
557,54,cond1,3,Hard,5150,1,3.2,1,female,23,25,16,7.102679054,-0.030215286,3.536231884,3.859375,-0.590909091,-0.284870517,5150
