"Condition_Num","booklet","correct","correct_response","passage","response","response_time"
"2","2","undefined","NA","1","space","1475"
"2","2","undefined","NA","1","space","9465"
"2","2","undefined","NA","1","space","17859"
"2","2","undefined","NA","1","y","10362"
"2","2","undefined","NA","1","space","16926"
"2","2","undefined","NA","1","y","2073"
"2","2","undefined","NA","1","space","4150"
"2","2","undefined","NA","1","space","2410"
"2","2","undefined","NA","1","space","3056"
"2","2","undefined","NA","1","space","3273"
"2","2","undefined","NA","1","space","2097"
"2","2","undefined","NA","1","space","4279"
"2","2","undefined","NA","1","space","3952"
"2","2","undefined","NA","1","space","3878"
"2","2","undefined","NA","1","space","3137"
"2","2","undefined","NA","1","space","3480"
"2","2","undefined","NA","1","space","2369"
"2","2","undefined","NA","1","space","2019"
"2","2","undefined","NA","1","space","4992"
"2","2","undefined","NA","1","space","2336"
"2","2","undefined","NA","1","space","3155"
"2","2","undefined","NA","1","space","2275"
"2","2","undefined","NA","1","space","1712"
"2","2","undefined","NA","1","space","1554"
"2","2","undefined","NA","1","space","1602"
"2","2","undefined","NA","1","space","3012"
"2","2","undefined","NA","1","space","4035"
"2","2","undefined","NA","1","n","3147"
"2","2","undefined","NA","1","space","4531"
"2","2","undefined","NA","1","space","5290"
"2","2","undefined","NA","1","y","3834"
"2","2","undefined","NA","1","space","7210"
"2","2","undefined","NA","1","y","1035"
"2","2","undefined","NA","1","space","17567"
"2","2","undefined","NA","1","y","1066"
"2","2","undefined","NA","1","space","2901"
"2","2","undefined","NA","1","space","2495"
"2","2","undefined","NA","1","space","2514"
"2","2","undefined","NA","1","space","1729"
"2","2","undefined","NA","1","space","3778"
"2","2","undefined","NA","1","space","2848"
"2","2","undefined","NA","1","space","3517"
"2","2","undefined","NA","1","space","2112"
"2","2","undefined","NA","1","space","2961"
"2","2","undefined","NA","1","space","3281"
"2","2","undefined","NA","1","space","3248"
"2","2","undefined","NA","1","n","1802"
"","","0","b","1","c","9740"
"","","0","a","1","b","9856"
"","","1","e","1","e","8978"
"","","0","c","1","d","9117"
"","","1","b","1","b","9008"
"","","0","e","1","b","15006"
"","","0","b","1","d","20735"
"","","1","a","1","a","9839"
"1","2","0","a","2","space","1561"
"1","2","0","a","2","space","5203"
"1","2","0","a","2","space","2734"
"1","2","0","a","2","space","2541"
"1","2","0","a","2","space","6031"
"1","2","0","a","2","space","5918"
"1","2","0","a","2","space","3391"
"1","2","0","a","2","space","15435"
"1","2","0","a","2","space","6547"
"1","2","0","a","2","y","2106"
"1","2","0","a","2","space","12995"
"1","2","0","a","2","space","5936"
"1","2","0","a","2","space","6009"
"1","2","0","a","2","n","2075"
"1","2","0","a","2","space","3840"
"","","1","c","2","c","8567"
"","","1","d","2","d","8144"
"","","1","d","2","d","3923"
"","","1","e","2","e","8688"
"2","2","0","e","3","space","1281"
"2","2","0","e","3","space","2927"
"2","2","0","e","3","space","2130"
"2","2","0","e","3","space","3183"
"2","2","0","e","3","space","6449"
"2","2","0","e","3","space","3166"
"2","2","0","e","3","space","2227"
"2","2","0","e","3","space","13119"
"2","2","0","e","3","n","1369"
"2","2","0","e","3","space","3869"
"2","2","0","e","3","space","4367"
"2","2","0","e","3","space","3832"
"2","2","0","e","3","space","7849"
"2","2","0","e","3","n","1722"
"","","0","c","3","b","7788"
"","","0","d","3","a","15826"
"","","1","c","3","c","8696"
"","","0","e","3","a","12121"
"1","2","0","e","4","space","1762"
"1","2","0","e","4","space","13855"
"1","2","0","e","4","space","7020"
"1","2","0","e","4","space","1276"
"1","2","0","e","4","space","1250"
"1","2","0","e","4","space","1635"
"1","2","0","e","4","space","3506"
"1","2","0","e","4","space","1938"
"1","2","0","e","4","space","3929"
"1","2","0","e","4","n","1594"
"1","2","0","e","4","space","6421"
"1","2","0","e","4","n","1643"
"1","2","0","e","4","space","6944"
"1","2","0","e","4","n","1060"
"1","2","0","e","4","space","8868"
"1","2","0","e","4","y","1355"
"1","2","0","e","4","space","3823"
"1","2","0","e","4","space","8246"
"","","1","b","4","b","3628"
"","","1","a","4","a","5008"
"","","0","a","4","b","13804"
"","","0","d","4","e","15358"
"2","2","0","d","5","space","774"
"2","2","0","d","5","space","5040"
"2","2","0","d","5","space","3376"
"2","2","0","d","5","space","3581"
"2","2","0","d","5","space","2194"
"2","2","0","d","5","space","4022"
"2","2","0","d","5","space","4331"
"2","2","0","d","5","n","1479"
"2","2","0","d","5","space","2783"
"2","2","0","d","5","space","6263"
"2","2","0","d","5","n","1108"
"2","2","0","d","5","space","2468"
"2","2","0","d","5","space","1779"
"2","2","0","d","5","space","5375"
"2","2","0","d","5","space","3731"
"2","2","0","d","5","space","6038"
"2","2","0","d","5","n","1370"
"2","2","0","d","5","space","5279"
"","","1","b","5","b","6439"
"","","0","b","5","c","8377"
"","","1","c","5","c","4067"
"","","1","d","5","d","11535"
"1","2","0","d","6","space","1026"
"1","2","0","d","6","space","1814"
"1","2","0","d","6","n","1945"
"1","2","0","d","6","space","5774"
"1","2","0","d","6","space","2769"
"1","2","0","d","6","space","5422"
"1","2","0","d","6","space","4435"
"1","2","0","d","6","space","3022"
"1","2","0","d","6","space","3921"
"1","2","0","d","6","n","1002"
"1","2","0","d","6","space","3843"
"1","2","0","d","6","space","3288"
"1","2","0","d","6","space","2828"
"1","2","0","d","6","n","1434"
"1","2","0","d","6","space","2270"
"1","2","0","d","6","space","2546"
"1","2","0","d","6","n","1290"
"1","2","0","d","6","space","2401"
"","","1","d","6","d","4795"
"","","1","c","6","c","7023"
"","","0","d","6","e","6465"
"","","1","d","6","d","10500"
"2","2","0","d","7","space","1160"
"2","2","0","d","7","space","5503"
"2","2","0","d","7","space","2003"
"2","2","0","d","7","space","2546"
"2","2","0","d","7","space","3217"
"2","2","0","d","7","n","1546"
"2","2","0","d","7","space","1364"
"2","2","0","d","7","space","1858"
"2","2","0","d","7","space","1696"
"2","2","0","d","7","space","3167"
"2","2","0","d","7","space","3010"
"2","2","0","d","7","space","932"
"2","2","0","d","7","space","4854"
"2","2","0","d","7","space","3679"
"2","2","0","d","7","space","992"
"2","2","0","d","7","space","3582"
"2","2","0","d","7","space","5014"
"2","2","0","d","7","space","3256"
"2","2","0","d","7","y","2554"
