"Condition_Num","booklet","correct","correct_response","passage","response","response_time"
"2","2","undefined","NA","1","space","1616"
"2","2","undefined","NA","1","space","4732"
"2","2","undefined","NA","1","space","30916"
"2","2","undefined","NA","1","y","53195"
"2","2","undefined","NA","1","space","26027"
"2","2","undefined","NA","1","y","2633"
"2","2","undefined","NA","1","space","4277"
"2","2","undefined","NA","1","space","1979"
"2","2","undefined","NA","1","space","4913"
"2","2","undefined","NA","1","space","9468"
"2","2","undefined","NA","1","space","1783"
"2","2","undefined","NA","1","space","3684"
"2","2","undefined","NA","1","space","4418"
"2","2","undefined","NA","1","space","5155"
"2","2","undefined","NA","1","space","11507"
"2","2","undefined","NA","1","space","4566"
"2","2","undefined","NA","1","space","2337"
"2","2","undefined","NA","1","space","3128"
"2","2","undefined","NA","1","space","3268"
"2","2","undefined","NA","1","space","4997"
"2","2","undefined","NA","1","space","1781"
"2","2","undefined","NA","1","space","2505"
"2","2","undefined","NA","1","space","3312"
"2","2","undefined","NA","1","space","4371"
"2","2","undefined","NA","1","space","4023"
"2","2","undefined","NA","1","space","2117"
"2","2","undefined","NA","1","space","7573"
"2","2","undefined","NA","1","y","4219"
"2","2","undefined","NA","1","space","3560"
"2","2","undefined","NA","1","space","7989"
"2","2","undefined","NA","1","y","2186"
"2","2","undefined","NA","1","space","6140"
"2","2","undefined","NA","1","y","2714"
"2","2","undefined","NA","1","space","6308"
"2","2","undefined","NA","1","y","1723"
"2","2","undefined","NA","1","space","2982"
"2","2","undefined","NA","1","space","3328"
"2","2","undefined","NA","1","space","5798"
"2","2","undefined","NA","1","space","1813"
"2","2","undefined","NA","1","space","2022"
"2","2","undefined","NA","1","space","3061"
"2","2","undefined","NA","1","space","4517"
"2","2","undefined","NA","1","space","2658"
"2","2","undefined","NA","1","space","3058"
"2","2","undefined","NA","1","space","5061"
"2","2","undefined","NA","1","space","4911"
"2","2","undefined","NA","1","n","2330"
"","","1","b","1","b","5883"
"","","1","a","1","a","5411"
"","","1","e","1","e","4969"
"","","0","c","1","d","19233"
"","","1","b","1","b","12930"
"","","0","e","1","c","6737"
"","","1","b","1","b","14194"
"","","1","a","1","a","9873"
"1","2","0","a","2","space","1628"
"1","2","0","a","2","space","16165"
"1","2","0","a","2","space","8707"
"1","2","0","a","2","space","2498"
