"Condition_Num","booklet","correct","correct_response","passage","response","response_time","total_response_time"
"1","1","undefined","NA","1","space","641","8148"
"1","1","undefined","NA","1","space","654","8802"
"1","1","undefined","NA","1","space","3551","12353"
"1","1","undefined","NA","1","y","2470","14823"
"1","1","undefined","NA","1","space","7165","21988"
"1","1","undefined","NA","1","n","2154","24142"
"1","1","undefined","NA","1","space","7127","31269"
"1","1","undefined","NA","1","space","1600","32869"
"1","1","undefined","NA","1","space","1664","34533"
"1","1","undefined","NA","1","space","3816","38349"
"1","1","undefined","NA","1","space","1223","39572"
"1","1","undefined","NA","1","space","2073","41645"
"1","1","undefined","NA","1","space","2424","44069"
"1","1","undefined","NA","1","space","1522","45591"
"1","1","undefined","NA","1","space","4607","50198"
"1","1","undefined","NA","1","space","3516","53714"
"1","1","undefined","NA","1","space","2102","55816"
"1","1","undefined","NA","1","space","2250","58066"
"1","1","undefined","NA","1","space","4003","62069"
"1","1","undefined","NA","1","space","1409","63478"
"1","1","undefined","NA","1","space","1945","65423"
"1","1","undefined","NA","1","y","2106","67529"
"1","1","undefined","NA","1","space","2368","69897"
"1","1","undefined","NA","1","space","1564","71461"
"1","1","undefined","NA","1","n","1866","73327"
"1","1","undefined","NA","1","space","1413","74740"
"1","1","undefined","NA","1","y","2377","77117"
"1","1","undefined","NA","1","space","2805","79922"
"1","1","undefined","NA","1","n","1610","81532"
"1","1","undefined","NA","1","space","1351","82883"
"1","1","undefined","NA","1","space","1311","84194"
"1","1","undefined","NA","1","space","2156","86350"
"1","1","undefined","NA","1","space","1761","88111"
"1","1","undefined","NA","1","space","1522","89633"
"1","1","undefined","NA","1","space","2446","92079"
"1","1","undefined","NA","1","space","1592","93671"
"1","1","undefined","NA","1","space","5251","98922"
"1","1","undefined","NA","1","y","1609","100531"
"","","1","b","1","b","2331","103940"
"","","1","a","1","a","1977","105917"
"","","1","e","1","e","4826","110743"
"","","0","c","1","d","15232","125975"
"","","0","b","1","d","5600","131575"
"","","0","e","1","b","5177","136752"
"","","1","b","1","b","19186","155938"
"","","1","a","1","a","2927","158865"
"2","1","0","a","2","space","871","159736"
"2","1","0","a","2","space","3708","163444"
"2","1","0","a","2","space","1362","164806"
"2","1","0","a","2","space","1906","166712"
"2","1","0","a","2","space","1616","168328"
"2","1","0","a","2","space","1588","169916"
"2","1","0","a","2","space","1366","171282"
"2","1","0","a","2","space","1613","172895"
"2","1","0","a","2","space","1996","174891"
"2","1","0","a","2","y","3162","178053"
"2","1","0","a","2","space","1146","179199"
"2","1","0","a","2","space","1990","181189"
"2","1","0","a","2","space","2596","183785"
"2","1","0","a","2","y","954","184739"
"2","1","0","a","2","space","8202","192941"
"","","1","c","2","c","2809","197023"
"","","0","d","2","b","10107","207130"
"","","1","d","2","d","3459","210589"
"","","0","e","2","b","5810","216399"
"1","1","0","e","3","space","1005","217404"
"1","1","0","e","3","space","3585","220989"
"1","1","0","e","3","space","16850","237839"
"1","1","0","e","3","space","3030","240869"
"1","1","0","e","3","space","3957","244826"
"1","1","0","e","3","space","3296","248122"
"1","1","0","e","3","y","1435","249557"
"1","1","0","e","3","space","3245","252802"
"1","1","0","e","3","space","2655","255457"
"1","1","0","e","3","space","2477","257934"
"1","1","0","e","3","space","5408","263342"
"1","1","0","e","3","y","1339","264681"
"","","1","c","3","c","6107","273883"
"","","1","d","3","d","6188","280071"
"","","1","c","3","c","6513","286584"
"","","1","e","3","e","5827","292411"
"2","1","0","e","4","space","952","293363"
"2","1","0","e","4","space","1651","295014"
"2","1","0","e","4","space","1188","296202"
"2","1","0","e","4","space","2435","298637"
"2","1","0","e","4","space","2370","301007"
"2","1","0","e","4","space","2531","303538"
"2","1","0","e","4","space","1939","305477"
"2","1","0","e","4","space","4529","310006"
"2","1","0","e","4","n","4970","314976"
"2","1","0","e","4","space","3865","318841"
"2","1","0","e","4","n","2331","321172"
"2","1","0","e","4","space","1204","322376"
"2","1","0","e","4","space","4081","326457"
"2","1","0","e","4","y","1785","328242"
"2","1","0","e","4","space","1159","329401"
"2","1","0","e","4","n","1482","330883"
"2","1","0","e","4","space","2733","333616"
"2","1","0","e","4","space","7961","341577"
"","","1","b","4","b","3548","347161"
"","","0","a","4","b","5743","352904"
"","","1","a","4","a","8495","361399"
"","","0","d","4","b","13726","375125"
"1","1","0","d","5","space","993","376118"
"1","1","0","d","5","space","7055","383173"
"1","1","0","d","5","space","11129","394302"
"1","1","0","d","5","space","3246","397548"
"1","1","0","d","5","space","15877","413425"
"1","1","0","d","5","y","1674","415099"
"1","1","0","d","5","space","2943","418042"
"1","1","0","d","5","space","4271","422313"
"1","1","0","d","5","n","1946","424259"
"1","1","0","d","5","space","1580","425839"
"1","1","0","d","5","space","6890","432729"
"1","1","0","d","5","space","4063","436792"
"1","1","0","d","5","y","1722","438514"
"","","0","b","5","a","6233","446018"
"","","0","b","5","e","7007","453025"
"","","0","c","5","a","2676","455701"
"","","0","d","5","a","7988","463689"
"2","1","0","d","6","space","793","464482"
"2","1","0","d","6","space","1653","466135"
"2","1","0","d","6","n","1866","468001"
"2","1","0","d","6","space","2863","470864"
"2","1","0","d","6","space","1250","472114"
"2","1","0","d","6","space","3022","475136"
"2","1","0","d","6","space","1158","476294"
"2","1","0","d","6","space","1696","477990"
"2","1","0","d","6","space","2615","480605"
"2","1","0","d","6","n","1658","482263"
"2","1","0","d","6","space","1187","483450"
"2","1","0","d","6","space","1208","484658"
"2","1","0","d","6","space","1353","486011"
"2","1","0","d","6","space","1556","487567"
"2","1","0","d","6","space","2021","489588"
"2","1","0","d","6","y","1883","491471"
"2","1","0","d","6","space","4287","495758"
"2","1","0","d","6","space","1780","497538"
"2","1","0","d","6","y","1817","499355"
"2","1","0","d","6","space","2174","501529"
"","","0","d","6","a","2972","506379"
"","","1","c","6","c","4530","510909"
"","","1","d","6","d","8559","519468"
"","","0","d","6","a","5631","525099"
"1","1","0","d","7","space","807","525906"
"1","1","0","d","7","space","3170","529076"
"1","1","0","d","7","space","2735","531811"
"1","1","0","d","7","space","3459","535270"
"1","1","0","d","7","y","1466","536736"
"1","1","0","d","7","space","7766","544502"
"1","1","0","d","7","space","7229","551731"
"1","1","0","d","7","space","3852","555583"
"1","1","0","d","7","space","2960","558543"
"1","1","0","d","7","space","2895","561438"
"1","1","0","d","7","space","4997","566435"
"1","1","0","d","7","space","2346","568781"
"1","1","0","d","7","y","1466","570247"
"","","0","a","7","c","3258","579223"
"","","0","a","7","b","6184","585407"
"","","0","b","7","e","11056","596463"
"","","0","c","7","a","5087","601550"
"2","1","0","c","8","space","1086","602636"
"2","1","0","c","8","space","1304","603940"
"2","1","0","c","8","space","2207","606147"
"2","1","0","c","8","space","2593","608740"
"2","1","0","c","8","space","3889","612629"
"2","1","0","c","8","space","6319","618948"
"2","1","0","c","8","n","1819","620767"
"2","1","0","c","8","space","5265","626032"
"2","1","0","c","8","space","2482","628514"
"2","1","0","c","8","n","1690","630204"
"2","1","0","c","8","space","4913","635117"
"2","1","0","c","8","space","2041","637158"
"2","1","0","c","8","y","1930","639088"
"2","1","0","c","8","space","2962","642050"
"2","1","0","c","8","space","3836","645886"
"","","1","e","8","e","3754","650982"
"","","0","b","8","a","3328","654310"
"","","1","a","8","a","8384","662694"
"","","0","e","8","a","6959","669653"
