"Condition_Num","booklet","correct","correct_response","passage","response","response_time"
"2","2","undefined","NA","1","space","895"
"2","2","undefined","NA","1","space","3309"
"2","2","undefined","NA","1","space","14379"
"2","2","undefined","NA","1","n","3259"
"2","2","undefined","NA","1","space","19433"
"2","2","undefined","NA","1","n","2537"
"2","2","undefined","NA","1","space","4852"
"2","2","undefined","NA","1","space","2665"
"2","2","undefined","NA","1","space","4870"
"2","2","undefined","NA","1","space","5006"
"2","2","undefined","NA","1","space","2626"
"2","2","undefined","NA","1","space","4275"
"2","2","undefined","NA","1","space","4255"
"2","2","undefined","NA","1","space","9510"
"2","2","undefined","NA","1","space","3456"
"2","2","undefined","NA","1","space","3490"
"2","2","undefined","NA","1","space","2694"
"2","2","undefined","NA","1","space","2529"
"2","2","undefined","NA","1","space","4575"
"2","2","undefined","NA","1","space","4785"
"2","2","undefined","NA","1","space","5201"
"2","2","undefined","NA","1","space","4241"
"2","2","undefined","NA","1","space","3088"
"2","2","undefined","NA","1","space","3941"
"2","2","undefined","NA","1","space","3894"
"2","2","undefined","NA","1","space","3489"
"2","2","undefined","NA","1","space","8040"
"2","2","undefined","NA","1","y","3578"
"2","2","undefined","NA","1","space","4499"
"2","2","undefined","NA","1","space","6230"
"2","2","undefined","NA","1","n","2026"
"2","2","undefined","NA","1","space","4802"
"2","2","undefined","NA","1","n","1658"
"2","2","undefined","NA","1","space","9726"
"2","2","undefined","NA","1","y","4026"
"2","2","undefined","NA","1","space","3753"
"2","2","undefined","NA","1","space","5071"
"2","2","undefined","NA","1","space","4173"
"2","2","undefined","NA","1","space","3188"
"2","2","undefined","NA","1","space","3041"
"2","2","undefined","NA","1","space","4553"
"2","2","undefined","NA","1","space","3295"
"2","2","undefined","NA","1","space","3857"
"2","2","undefined","NA","1","space","4494"
"2","2","undefined","NA","1","space","5191"
"2","2","undefined","NA","1","space","7615"
"2","2","undefined","NA","1","n","2250"
"","","0","b","1","e","9306"
"","","1","a","1","a","5840"
"","","0","e","1","a","7108"
"","","1","c","1","c","8735"
"","","1","b","1","b","15502"
"","","1","e","1","e","9709"
"","","1","b","1","b","13263"
"","","0","a","1","b","10884"
"1","2","0","a","2","space","1490"
"1","2","0","a","2","space","7768"
"1","2","0","a","2","space","8678"
"1","2","0","a","2","space","3854"
"1","2","0","a","2","space","9935"
"1","2","0","a","2","space","7162"
"1","2","0","a","2","space","6451"
"1","2","0","a","2","space","11643"
"1","2","0","a","2","space","7684"
"1","2","0","a","2","y","1803"
"1","2","0","a","2","space","4024"
"1","2","0","a","2","space","4565"
"1","2","0","a","2","space","15022"
"1","2","0","a","2","n","1897"
"1","2","0","a","2","space","21125"
"","","1","c","2","c","7112"
"","","0","d","2","c","26294"
"","","1","d","2","d","3992"
"","","1","e","2","e","5641"
"2","2","0","e","3","space","1290"
"2","2","0","e","3","space","3885"
"2","2","0","e","3","space","1921"
"2","2","0","e","3","space","4627"
"2","2","0","e","3","space","7007"
"2","2","0","e","3","space","7235"
"2","2","0","e","3","space","1932"
"2","2","0","e","3","space","9165"
"2","2","0","e","3","n","2338"
"2","2","0","e","3","space","9692"
"2","2","0","e","3","space","6261"
"2","2","0","e","3","space","7984"
"2","2","0","e","3","space","11326"
"2","2","0","e","3","y","1625"
"","","0","c","3","e","6488"
"","","0","d","3","c","16281"
"","","1","c","3","c","8577"
"","","0","e","3","c","5423"
"1","2","0","e","4","space","2075"
"1","2","0","e","4","space","5687"
"1","2","0","e","4","space","8087"
"1","2","0","e","4","space","1783"
"1","2","0","e","4","space","2284"
"1","2","0","e","4","space","1682"
"1","2","0","e","4","space","5008"
"1","2","0","e","4","space","3518"
"1","2","0","e","4","space","9215"
"1","2","0","e","4","n","1754"
"1","2","0","e","4","space","5969"
"1","2","0","e","4","y","2313"
"1","2","0","e","4","space","11269"
"1","2","0","e","4","n","1705"
"1","2","0","e","4","space","5779"
"1","2","0","e","4","y","2603"
"1","2","0","e","4","space","3455"
"1","2","0","e","4","space","8668"
"","","1","b","4","b","5003"
"","","0","a","4","b","7904"
"","","0","a","4","d","18851"
"","","0","d","4","a","14014"
"2","2","0","d","5","space","2095"
"2","2","0","d","5","space","5028"
"2","2","0","d","5","space","3189"
"2","2","0","d","5","space","4724"
"2","2","0","d","5","space","3311"
"2","2","0","d","5","space","4173"
"2","2","0","d","5","space","4888"
"2","2","0","d","5","n","1802"
"2","2","0","d","5","space","4469"
"2","2","0","d","5","space","7631"
"2","2","0","d","5","n","1369"
"2","2","0","d","5","space","2192"
"2","2","0","d","5","space","1951"
"2","2","0","d","5","space","11332"
"2","2","0","d","5","space","4382"
"2","2","0","d","5","space","6991"
"2","2","0","d","5","y","1865"
"2","2","0","d","5","space","6221"
