"Condition_Num","booklet","correct","correct_response","passage","response","response_time"
"1","1","undefined","NA","1","space","4357"
"1","1","undefined","NA","1","space","14987"
"1","1","undefined","NA","1","space","23105"
"1","1","undefined","NA","1","n","5305"
"1","1","undefined","NA","1","space","35245"
"1","1","undefined","NA","1","n","3898"
"1","1","undefined","NA","1","space","14757"
"1","1","undefined","NA","1","space","5567"
"1","1","undefined","NA","1","space","7472"
"1","1","undefined","NA","1","space","10564"
"1","1","undefined","NA","1","space","4151"
"1","1","undefined","NA","1","space","10880"
"1","1","undefined","NA","1","space","5110"
"1","1","undefined","NA","1","space","8787"
"1","1","undefined","NA","1","space","8607"
"1","1","undefined","NA","1","space","13750"
"1","1","undefined","NA","1","space","5106"
"1","1","undefined","NA","1","space","4018"
"1","1","undefined","NA","1","space","14760"
"1","1","undefined","NA","1","space","3235"
"1","1","undefined","NA","1","space","7810"
"1","1","undefined","NA","1","y","6987"
"1","1","undefined","NA","1","space","7608"
"1","1","undefined","NA","1","space","7240"
"1","1","undefined","NA","1","n","2762"
"1","1","undefined","NA","1","space","15042"
"1","1","undefined","NA","1","n","1770"
"1","1","undefined","NA","1","space","10008"
"1","1","undefined","NA","1","n","4475"
"1","1","undefined","NA","1","space","7969"
"1","1","undefined","NA","1","space","6641"
"1","1","undefined","NA","1","space","16167"
"1","1","undefined","NA","1","space","7729"
"1","1","undefined","NA","1","space","6754"
"1","1","undefined","NA","1","space","7009"
"1","1","undefined","NA","1","space","27718"
"1","1","undefined","NA","1","space","7799"
"1","1","undefined","NA","1","y","6761"
"","","1","b","1","b","12780"
"","","0","a","1","d","17377"
"","","1","e","1","e","7881"
"","","0","c","1","d","27126"
"","","0","b","1","d","17559"
"","","0","e","1","d","31718"
"","","1","b","1","b","19119"
"","","1","a","1","a","22541"
"2","1","0","a","2","space","2543"
"2","1","0","a","2","space","10518"
"2","1","0","a","2","space","4068"
"2","1","0","a","2","space","7103"
"2","1","0","a","2","space","5654"
"2","1","0","a","2","space","1831"
"2","1","0","a","2","space","2972"
"2","1","0","a","2","space","11484"
"2","1","0","a","2","space","3777"
"2","1","0","a","2","n","1979"
"2","1","0","a","2","space","3651"
"2","1","0","a","2","space","3288"
"2","1","0","a","2","space","19273"
"2","1","0","a","2","y","2314"
"2","1","0","a","2","space","10294"
"","","1","c","2","c","8537"
"","","1","d","2","d","21600"
"","","1","d","2","d","12921"
"","","1","e","2","e","10536"
"1","1","0","e","3","space","1015"
"1","1","0","e","3","space","12975"
"1","1","0","e","3","space","9559"
"1","1","0","e","3","space","7618"
"1","1","0","e","3","space","7143"
"1","1","0","e","3","space","14902"
"1","1","0","e","3","n","1546"
"1","1","0","e","3","space","22563"
"1","1","0","e","3","space","5122"
"1","1","0","e","3","space","6253"
"1","1","0","e","3","space","12562"
"1","1","0","e","3","n","1723"
"","","1","c","3","c","12636"
"","","0","d","3","c","35547"
"","","1","c","3","c","13361"
"","","1","e","3","e","7489"
"2","1","0","e","4","space","1026"
"2","1","0","e","4","space","3313"
"2","1","0","e","4","space","2441"
"2","1","0","e","4","space","7518"
"2","1","0","e","4","space","3112"
"2","1","0","e","4","space","8302"
"2","1","0","e","4","space","3657"
"2","1","0","e","4","space","10455"
"2","1","0","e","4","n","2393"
"2","1","0","e","4","space","7555"
"2","1","0","e","4","y","2363"
"2","1","0","e","4","space","7685"
"2","1","0","e","4","space","17494"
"2","1","0","e","4","y","2282"
"2","1","0","e","4","space","5446"
"2","1","0","e","4","n","2267"
"2","1","0","e","4","space","9886"
"2","1","0","e","4","space","11407"
"","","1","b","4","b","7117"
"","","0","a","4","b","6302"
"","","1","a","4","a","18022"
"","","1","d","4","d","29493"
"1","1","0","d","5","space","1032"
"1","1","0","d","5","space","14982"
"1","1","0","d","5","space","22232"
"1","1","0","d","5","space","4565"
"1","1","0","d","5","space","5011"
"1","1","0","d","5","y","1641"
"1","1","0","d","5","space","6034"
"1","1","0","d","5","space","6277"
"1","1","0","d","5","n","1578"
"1","1","0","d","5","space","2050"
"1","1","0","d","5","space","13094"
"1","1","0","d","5","space","4042"
"1","1","0","d","5","y","1434"
"","","1","b","5","b","10731"
"","","0","b","5","e","7892"
"","","1","c","5","c","7226"
"","","0","d","5","c","15462"
"2","1","0","d","6","space","834"
"2","1","0","d","6","space","1967"
"2","1","0","d","6","n","1386"
"2","1","0","d","6","space","5694"
"2","1","0","d","6","space","3654"
"2","1","0","d","6","space","4837"
"2","1","0","d","6","space","2882"
"2","1","0","d","6","space","3248"
"2","1","0","d","6","space","7369"
"2","1","0","d","6","n","1067"
"2","1","0","d","6","space","2744"
"2","1","0","d","6","space","2023"
