"Condition_Num","booklet","correct","correct_response","passage","response","response_time","total_response_time"
"2","1","0","e","4","space","3845","774054"
"2","1","0","e","4","n","2074","776128"
"2","1","0","e","4","space","8351","784479"
"2","1","0","e","4","space","9785","794264"
"","","1","b","4","b","3387","801320"
"","","1","a","4","a","3472","804792"
"","","0","a","4","e","18130","822922"
"","","1","d","4","d","10141","833063"
"1","1","0","d","5","space","1047","834110"
"1","1","0","d","5","space","5918","840028"
"1","1","0","d","5","space","13481","853509"
"1","1","0","d","5","space","4544","858053"
"1","1","0","d","5","space","7570","865623"
"1","1","0","d","5","y","3481","869104"
"1","1","0","d","5","space","4255","873359"
"1","1","0","d","5","space","6590","879949"
"1","1","0","d","5","n","4890","884839"
"1","1","0","d","5","space","2488","887327"
"1","1","0","d","5","space","8087","895414"
"1","1","0","d","5","space","7198","902612"
"1","1","0","d","5","n","1514","904126"
"","","0","b","5","a","3677","911264"
"","","1","b","5","b","5120","916384"
"","","1","c","5","c","10163","926547"
"","","1","d","5","d","11981","938528"
"2","1","0","d","6","space","1104","939632"
"2","1","0","d","6","space","2171","941803"
"2","1","0","d","6","n","3099","944902"
"2","1","0","d","6","space","6452","951354"
"2","1","0","d","6","space","2161","953515"
"2","1","0","d","6","space","5109","958624"
"2","1","0","d","6","space","2159","960783"
"2","1","0","d","6","space","3633","964416"
"2","1","0","d","6","space","3728","968144"
"2","1","0","d","6","y","1898","970042"
"2","1","0","d","6","space","2862","972904"
"2","1","0","d","6","space","1698","974602"
"2","1","0","d","6","space","2915","977517"
"2","1","0","d","6","space","2072","979589"
"2","1","0","d","6","space","2790","982379"
"2","1","0","d","6","n","1738","984117"
"2","1","0","d","6","space","3332","987449"
"2","1","0","d","6","space","2354","989803"
"2","1","0","d","6","y","1801","991604"
"2","1","0","d","6","space","3775","995379"
"","","1","d","6","d","2939","1000113"
"","","1","c","6","c","4337","1004450"
"","","0","d","6","b","7663","1012113"
"","","1","d","6","d","10017","1022130"
"1","1","0","d","7","space","645","1022775"
"1","1","0","d","7","space","8133","1030908"
"1","1","0","d","7","space","12639","1043547"
"1","1","0","d","7","space","5457","1049004"
"1","1","0","d","7","y","1514","1050518"
"1","1","0","d","7","space","4132","1054650"
"1","1","0","d","7","space","6208","1060858"
"1","1","0","d","7","space","8360","1069218"
"1","1","0","d","7","space","4309","1073527"
"1","1","0","d","7","space","3391","1076918"
"1","1","0","d","7","space","10492","1087410"
"1","1","0","d","7","space","4177","1091587"
"1","1","0","d","7","y","1881","1093468"
"","","0","a","7","c","6538","1102363"
"","","0","a","7","e","5635","1107998"
"","","0","b","7","e","7647","1115645"
"","","1","c","7","c","15022","1130667"
"2","1","0","c","8","space","684","1131351"
"2","1","0","c","8","space","3946","1135297"
"2","1","0","c","8","space","4740","1140037"
"2","1","0","c","8","space","3279","1143316"
"2","1","0","c","8","space","4889","1148205"
"2","1","0","c","8","space","6448","1154653"
"2","1","0","c","8","y","1595","1156248"
"2","1","0","c","8","space","6720","1162968"
"2","1","0","c","8","space","3585","1166553"
"2","1","0","c","8","n","1545","1168098"
"2","1","0","c","8","space","5568","1173666"
"2","1","0","c","8","space","3986","1177652"
"2","1","0","c","8","y","1288","1178940"
"2","1","0","c","8","space","2592","1181532"
"2","1","0","c","8","space","3365","1184897"
"","","1","e","8","e","9466","1195951"
"","","1","b","8","b","3791","1199742"
"","","1","a","8","a","20335","1220077"
"","","0","e","8","c","17978","1238055"
