"Condition_Num","booklet","correct","correct_response","passage","response","response_time","total_response_time"
"1","1","undefined","NA","1","space","1106","30491"
"1","1","undefined","NA","1","space","7815","38306"
"1","1","undefined","NA","1","space","4900","43206"
"1","1","undefined","NA","1","n","3590","46796"
"1","1","undefined","NA","1","space","18043","64839"
"1","1","undefined","NA","1","n","54551","119390"
"1","1","undefined","NA","1","space","12095","131485"
"1","1","undefined","NA","1","space","4397","135882"
"1","1","undefined","NA","1","space","4223","140105"
"1","1","undefined","NA","1","space","9918","150023"
"1","1","undefined","NA","1","space","3344","153367"
"1","1","undefined","NA","1","space","11199","164566"
"1","1","undefined","NA","1","space","6115","170681"
"1","1","undefined","NA","1","space","5731","176412"
"1","1","undefined","NA","1","space","7761","184173"
"1","1","undefined","NA","1","space","11066","195239"
"1","1","undefined","NA","1","space","3427","198666"
"1","1","undefined","NA","1","space","3459","202125"
"1","1","undefined","NA","1","space","9213","211338"
"1","1","undefined","NA","1","space","3332","214670"
"1","1","undefined","NA","1","space","5673","220343"
"1","1","undefined","NA","1","y","2906","223249"
"1","1","undefined","NA","1","space","7203","230452"
"1","1","undefined","NA","1","space","9075","239527"
"1","1","undefined","NA","1","y","23819","263346"
"1","1","undefined","NA","1","space","6889","270235"
"1","1","undefined","NA","1","n","1866","272101"
"1","1","undefined","NA","1","space","5778","277879"
"1","1","undefined","NA","1","n","1561","279440"
"1","1","undefined","NA","1","space","3888","283328"
"1","1","undefined","NA","1","space","4656","287984"
"1","1","undefined","NA","1","space","10957","298941"
"1","1","undefined","NA","1","space","8239","307180"
"1","1","undefined","NA","1","space","8390","315570"
"1","1","undefined","NA","1","space","5342","320912"
"1","1","undefined","NA","1","space","25001","345913"
"1","1","undefined","NA","1","space","10354","356267"
"1","1","undefined","NA","1","n","3786","360053"
"","","1","b","1","b","9749","409342"
"","","1","a","1","a","3791","413133"
"","","1","e","1","e","4384","417517"
"","","1","c","1","c","19550","437067"
"","","0","b","1","a","13726","450793"
"","","1","e","1","e","6912","457705"
"","","1","b","1","b","26032","483737"
"","","1","a","1","a","7357","491094"
"2","1","0","a","2","space","1341","492435"
"2","1","0","a","2","space","5867","498302"
"2","1","0","a","2","space","5843","504145"
"2","1","0","a","2","space","5393","509538"
"2","1","0","a","2","space","6320","515858"
"2","1","0","a","2","space","2418","518276"
"2","1","0","a","2","space","4603","522879"
"2","1","0","a","2","space","7853","530732"
"2","1","0","a","2","space","4547","535279"
"2","1","0","a","2","y","1578","536857"
"2","1","0","a","2","space","2530","539387"
"2","1","0","a","2","space","3763","543150"
"2","1","0","a","2","space","9011","552161"
"2","1","0","a","2","y","5450","557611"
"2","1","0","a","2","space","5618","563229"
"","","1","c","2","c","3098","569579"
"","","1","d","2","d","10413","579992"
"","","1","d","2","d","6419","586411"
"","","0","e","2","b","8952","595363"
"1","1","0","e","3","space","1142","596505"
"1","1","0","e","3","space","3318","599823"
"1","1","0","e","3","space","5934","605757"
"1","1","0","e","3","space","8429","614186"
"1","1","0","e","3","space","5358","619544"
"1","1","0","e","3","space","14320","633864"
"1","1","0","e","3","n","1899","635763"
"1","1","0","e","3","space","9814","645577"
"1","1","0","e","3","space","2611","648188"
"1","1","0","e","3","space","5485","653673"
"1","1","0","e","3","space","7038","660711"
"1","1","0","e","3","n","3819","664530"
"","","1","c","3","c","8539","675570"
"","","1","d","3","d","21210","696780"
"","","1","c","3","c","11472","708252"
"","","1","e","3","e","4337","712589"
"2","1","0","e","4","space","647","713236"
"2","1","0","e","4","space","3351","716587"
"2","1","0","e","4","space","2260","718847"
"2","1","0","e","4","space","7006","725853"
"2","1","0","e","4","space","3224","729077"
"2","1","0","e","4","space","3202","732279"
"2","1","0","e","4","space","3536","735815"
"2","1","0","e","4","space","9600","745415"
"2","1","0","e","4","n","3434","748849"
"2","1","0","e","4","space","7348","756197"
"2","1","0","e","4","n","1753","757950"
"2","1","0","e","4","space","1905","759855"
"2","1","0","e","4","space","5656","765511"
"2","1","0","e","4","y","4698","770209"
