"Condition_Num","booklet","correct","correct_response","passage","response","response_time"
"1","1","undefined","NA","1","space","1104"
"1","1","undefined","NA","1","space","8076"
"1","1","undefined","NA","1","space","14491"
"1","1","undefined","NA","1","y","58245"
"1","1","undefined","NA","1","space","34367"
"1","1","undefined","NA","1","n","2938"
"1","1","undefined","NA","1","space","10466"
"1","1","undefined","NA","1","space","6588"
"1","1","undefined","NA","1","space","7214"
"1","1","undefined","NA","1","space","10572"
"1","1","undefined","NA","1","space","6304"
"1","1","undefined","NA","1","space","9588"
"1","1","undefined","NA","1","space","11311"
"1","1","undefined","NA","1","space","6129"
"1","1","undefined","NA","1","space","7056"
"1","1","undefined","NA","1","space","9549"
"1","1","undefined","NA","1","space","4354"
"1","1","undefined","NA","1","space","3585"
"1","1","undefined","NA","1","space","10412"
"1","1","undefined","NA","1","space","3665"
"1","1","undefined","NA","1","space","7816"
"1","1","undefined","NA","1","n","8010"
"1","1","undefined","NA","1","space","8178"
"1","1","undefined","NA","1","space","14674"
"1","1","undefined","NA","1","y","1643"
"1","1","undefined","NA","1","space","8274"
"1","1","undefined","NA","1","y","2491"
"1","1","undefined","NA","1","space","7935"
"1","1","undefined","NA","1","n","2074"
"1","1","undefined","NA","1","space","5824"
"1","1","undefined","NA","1","space","5103"
"1","1","undefined","NA","1","space","8412"
"1","1","undefined","NA","1","space","6753"
"1","1","undefined","NA","1","space","7755"
"1","1","undefined","NA","1","space","6688"
"1","1","undefined","NA","1","space","17865"
"1","1","undefined","NA","1","space","8689"
"1","1","undefined","NA","1","n","2362"
"","","1","b","1","b","5820"
"","","1","a","1","a","7650"
"","","0","e","1","b","6948"
"","","0","c","1","d","24045"
"","","1","b","1","b","25733"
"","","1","e","1","e","8654"
"","","1","b","1","b","21407"
"","","1","a","1","a","17392"
"2","1","0","a","2","space","1414"
"2","1","0","a","2","space","8622"
"2","1","0","a","2","space","8741"
"2","1","0","a","2","space","4845"
"2","1","0","a","2","space","6174"
"2","1","0","a","2","space","2147"
"2","1","0","a","2","space","3587"
"2","1","0","a","2","space","12604"
"2","1","0","a","2","space","7138"
"2","1","0","a","2","y","3499"
"2","1","0","a","2","space","2601"
"2","1","0","a","2","space","3922"
"2","1","0","a","2","space","9833"
"2","1","0","a","2","y","2522"
"2","1","0","a","2","space","9264"
"","","0","c","2","d","6682"
"","","0","d","2","c","13888"
"","","1","d","2","d","7313"
"","","1","e","2","e","13431"
"1","1","0","e","3","space","1173"
"1","1","0","e","3","space","4369"
"1","1","0","e","3","space","9792"
"1","1","0","e","3","space","8415"
"1","1","0","e","3","space","13309"
"1","1","0","e","3","space","10803"
"1","1","0","e","3","n","1259"
"1","1","0","e","3","space","15164"
"1","1","0","e","3","space","9430"
"1","1","0","e","3","space","8757"
"1","1","0","e","3","space","26479"
"1","1","0","e","3","y","1274"
"","","0","c","3","a","6091"
"","","0","d","3","a","18043"
"","","1","c","3","c","8369"
"","","0","e","3","a","7608"
"2","1","0","e","4","space","1031"
"2","1","0","e","4","space","4768"
"2","1","0","e","4","space","3506"
"2","1","0","e","4","space","7317"
"2","1","0","e","4","space","3881"
"2","1","0","e","4","space","5552"
"2","1","0","e","4","space","4065"
"2","1","0","e","4","space","11509"
"2","1","0","e","4","n","3530"
"2","1","0","e","4","space","12230"
"2","1","0","e","4","n","3690"
"2","1","0","e","4","space","3657"
"2","1","0","e","4","space","19493"
"2","1","0","e","4","y","2217"
"2","1","0","e","4","space","3301"
"2","1","0","e","4","n","2633"
"2","1","0","e","4","space","8500"
"2","1","0","e","4","space","12374"
"","","1","b","4","b","6234"
"","","0","a","4","b","10039"
"","","1","a","4","a","11308"
"","","0","d","4","c","13492"
"1","1","0","d","5","space","844"
"1","1","0","d","5","space","7383"
"1","1","0","d","5","space","16334"
"1","1","0","d","5","space","6117"
"1","1","0","d","5","space","6178"
"1","1","0","d","5","n","1754"
"1","1","0","d","5","space","239"
"1","1","0","d","5","space","19190"
"1","1","0","d","5","y","3483"
"1","1","0","d","5","space","6082"
"1","1","0","d","5","space","14134"
"1","1","0","d","5","space","8171"
"1","1","0","d","5","y","1739"
"","","0","b","5","a","7832"
"","","0","b","5","c","7039"
"","","1","c","5","c","7602"
"","","0","d","5","e","14901"
"2","1","0","d","6","space","760"
"2","1","0","d","6","space","3461"
"2","1","0","d","6","y","2762"
"2","1","0","d","6","space","7132"
"2","1","0","d","6","space","2453"
"2","1","0","d","6","space","12148"
"2","1","0","d","6","space","3169"
"2","1","0","d","6","space","3280"
"2","1","0","d","6","space","9711"
"2","1","0","d","6","n","1546"
"2","1","0","d","6","space","3395"
"2","1","0","d","6","space","7169"
"2","1","0","d","6","space","7206"
"2","1","0","d","6","space","2337"
"2","1","0","d","6","space","9586"
"2","1","0","d","6","y","9274"
"2","1","0","d","6","space","8629"
"2","1","0","d","6","space","4208"
"2","1","0","d","6","n","1546"
"2","1","0","d","6","space","3359"
"","","1","d","6","d","3897"
"","","1","c","6","c","7249"
"","","0","d","6","b","8975"
"","","0","d","6","a","11600"
"1","1","0","d","7","space","921"
"1","1","0","d","7","space","12302"
"1","1","0","d","7","space","12733"
"1","1","0","d","7","space","28088"
"1","1","0","d","7","n","1609"
"1","1","0","d","7","space","8163"
"1","1","0","d","7","space","12235"
"1","1","0","d","7","space","12504"
"1","1","0","d","7","space","6845"
"1","1","0","d","7","space","10597"
"1","1","0","d","7","space","10828"
"1","1","0","d","7","space","6823"
"1","1","0","d","7","n","2955"
"","","1","a","7","a","6011"
"","","0","a","7","e","4546"
"","","1","b","7","b","6366"
"","","0","c","7","e","12429"
"2","1","0","c","8","space","814"
"2","1","0","c","8","space","4042"
"2","1","0","c","8","space","5311"
"2","1","0","c","8","space","3301"
"2","1","0","c","8","space","7413"
"2","1","0","c","8","space","10990"
"2","1","0","c","8","n","3962"
"2","1","0","c","8","space","9150"
"2","1","0","c","8","space","7184"
"2","1","0","c","8","y","1641"
"2","1","0","c","8","space","8200"
"2","1","0","c","8","space","6946"
"2","1","0","c","8","n","2633"
"2","1","0","c","8","space","4046"
"2","1","0","c","8","space","7372"
"","","1","e","8","e","12410"
"","","1","b","8","b","5312"
"","","1","a","8","a","13054"
"","","1","e","8","e","14148"
