"Condition_Num","booklet","correct","correct_response","passage","response","response_time"
"2","2","undefined","NA","1","space","833"
"2","2","undefined","NA","1","space","2806"
"2","2","undefined","NA","1","space","11509"
"2","2","undefined","NA","1","n","3115"
"2","2","undefined","NA","1","space","16239"
"2","2","undefined","NA","1","n","2969"
"2","2","undefined","NA","1","space","3863"
"2","2","undefined","NA","1","space","1975"
"2","2","undefined","NA","1","space","2820"
"2","2","undefined","NA","1","space","3939"
"2","2","undefined","NA","1","space","3167"
"2","2","undefined","NA","1","space","7446"
"2","2","undefined","NA","1","space","3314"
"2","2","undefined","NA","1","space","4503"
"2","2","undefined","NA","1","space","4666"
"2","2","undefined","NA","1","space","2454"
"2","2","undefined","NA","1","space","3673"
"2","2","undefined","NA","1","space","1798"
"2","2","undefined","NA","1","space","3513"
"2","2","undefined","NA","1","space","2756"
"2","2","undefined","NA","1","space","2355"
"2","2","undefined","NA","1","space","2724"
"2","2","undefined","NA","1","space","2020"
"2","2","undefined","NA","1","space","3369"
"2","2","undefined","NA","1","space","2065"
"2","2","undefined","NA","1","space","2130"
"2","2","undefined","NA","1","space","4660"
"2","2","undefined","NA","1","y","2650"
"2","2","undefined","NA","1","space","2731"
"2","2","undefined","NA","1","space","7211"
"2","2","undefined","NA","1","y","2315"
"2","2","undefined","NA","1","space","16117"
"2","2","undefined","NA","1","y","1627"
"2","2","undefined","NA","1","space","16568"
"2","2","undefined","NA","1","y","1291"
"2","2","undefined","NA","1","space","3090"
"2","2","undefined","NA","1","space","2872"
"2","2","undefined","NA","1","space","2469"
"2","2","undefined","NA","1","space","1494"
"2","2","undefined","NA","1","space","2420"
"2","2","undefined","NA","1","space","3241"
"2","2","undefined","NA","1","space","2136"
"2","2","undefined","NA","1","space","1811"
"2","2","undefined","NA","1","space","2872"
"2","2","undefined","NA","1","space","5188"
"2","2","undefined","NA","1","space","5188"
"2","2","undefined","NA","1","n","1338"
"","","0","b","1","c","10389"
"","","1","a","1","a","4580"
"","","1","e","1","e","4312"
"","","1","c","1","c","27282"
"","","1","b","1","b","7109"
"","","1","e","1","e","5060"
"","","0","b","1","c","10389"
"","","1","a","1","a","6533"
"1","2","0","a","2","space","1204"
"1","2","0","a","2","space","4860"
"1","2","0","a","2","space","2370"
"1","2","0","a","2","space","2421"
"1","2","0","a","2","space","2946"
"1","2","0","a","2","space","6896"
"1","2","0","a","2","space","3266"
